n,plus,multi,square,compare
474,2.1e-05,2.5e-05,2.5e-05,2e-05
475,2e-05,2e-05,2.4e-05,2e-05
476,2e-05,1.9e-05,2.5e-05,2e-05
477,2e-05,2e-05,2.4e-05,2e-05
478,1.9e-05,2e-05,2.4e-05,2e-05
479,1.9e-05,2e-05,2.5e-05,2e-05
480,1.9e-05,2e-05,2.5e-05,2.2e-05
481,2e-05,2e-05,2.5e-05,2e-05
482,1.9e-05,2e-05,2.4e-05,2.1e-05
483,1.9e-05,2e-05,3e-05,2e-05
484,1.9e-05,1.9e-05,2.6e-05,2e-05
485,1.9e-05,2e-05,2.5e-05,2e-05
486,1.9e-05,2e-05,2.5e-05,2e-05
487,1.9e-05,1.9e-05,2.4e-05,2e-05
488,1.9e-05,1.9e-05,2.5e-05,2e-05
489,1.9e-05,2e-05,2.5e-05,2e-05
490,1.9e-05,2e-05,2.5e-05,2e-05
491,1.9e-05,2e-05,2.5e-05,2.1e-05
492,1.9e-05,1.9e-05,2.5e-05,2e-05
493,1.9e-05,2e-05,2.5e-05,2e-05
494,1.9e-05,2e-05,2.5e-05,2e-05
495,1.9e-05,1.9e-05,2.5e-05,2e-05
496,2e-05,1.9e-05,2.6e-05,2e-05
497,2.3e-05,1.9e-05,2.5e-05,2e-05
498,2e-05,2e-05,2.5e-05,2e-05
499,2e-05,2e-05,2.5e-05,2e-05
500,2e-05,2e-05,2.5e-05,2.1e-05
501,2e-05,2e-05,2.5e-05,2e-05
502,1.9e-05,2e-05,2.5e-05,2e-05
503,2e-05,2e-05,2.5e-05,2e-05
504,1.9e-05,2e-05,2.5e-05,2e-05
505,2e-05,2e-05,2.5e-05,2.1e-05
506,1.9e-05,2e-05,2.5e-05,2e-05
507,2e-05,2e-05,2.6e-05,2.1e-05
508,2e-05,2e-05,2.5e-05,2.1e-05
509,2e-05,2e-05,2.5e-05,2e-05
510,1.9e-05,2e-05,2.6e-05,2.1e-05
511,1.9e-05,2e-05,2.5e-05,2e-05
512,2e-05,2e-05,2.6e-05,2e-05
513,2.3e-05,2.5e-05,2.4e-05,2.1e-05
514,2.2e-05,2.1e-05,2.5e-05,2e-05
515,2e-05,2e-05,3.6e-05,2e-05
516,2e-05,2e-05,2.9e-05,2.1e-05
517,1.9e-05,2e-05,2.6e-05,2.6e-05
518,2e-05,2e-05,2.6e-05,2.2e-05
519,1.9e-05,2e-05,2.5e-05,2.1e-05
520,2e-05,2e-05,2.6e-05,2e-05
521,2e-05,2e-05,2.5e-05,2e-05
522,2e-05,2e-05,2.6e-05,2e-05
523,2e-05,2.1e-05,2.7e-05,2e-05
524,2e-05,2e-05,2.5e-05,2e-05
525,2e-05,2e-05,2.5e-05,2.1e-05
526,2e-05,2e-05,2.6e-05,2.1e-05
527,2e-05,2e-05,2.5e-05,2e-05
528,1.9e-05,2e-05,2.6e-05,2e-05
529,2e-05,2e-05,2.5e-05,2e-05
530,2e-05,2.1e-05,2.6e-05,2.1e-05
531,2e-05,2e-05,2.5e-05,2.1e-05
532,1.9e-05,2e-05,2.5e-05,2e-05
533,2e-05,2e-05,2.5e-05,2.1e-05
534,1.9e-05,2e-05,2.6e-05,2.1e-05
535,2e-05,2.1e-05,2.6e-05,2.1e-05
536,1.9e-05,2.1e-05,2.6e-05,2e-05
537,2e-05,2e-05,2.6e-05,2e-05
538,2e-05,2e-05,2.6e-05,2e-05
539,2e-05,2e-05,2.6e-05,2e-05
540,1.9e-05,2e-05,2.6e-05,2.1e-05
541,2e-05,2e-05,2.6e-05,2e-05
542,2e-05,2e-05,2.6e-05,2e-05
543,2e-05,2e-05,2.6e-05,2e-05
544,2e-05,2e-05,2.7e-05,2e-05
545,2e-05,2e-05,2.5e-05,2e-05
546,2e-05,2e-05,3.2e-05,2e-05
547,2e-05,2e-05,2.6e-05,2e-05
548,2e-05,2.1e-05,2.7e-05,2.1e-05
549,2e-05,2.1e-05,2.6e-05,2.1e-05
550,2e-05,2.1e-05,2.6e-05,2e-05
551,2.6e-05,2.5e-05,2.6e-05,2.1e-05
552,2.1e-05,2.2e-05,2.6e-05,2.1e-05
553,2.1e-05,2e-05,2.6e-05,2.1e-05
554,2.1e-05,2.1e-05,2.6e-05,2.6e-05
555,2e-05,2e-05,2.6e-05,2.2e-05
556,2e-05,2.1e-05,2.6e-05,2.1e-05
557,2e-05,2e-05,2.6e-05,2.1e-05
558,2e-05,2e-05,2.6e-05,2.1e-05
559,2e-05,2.1e-05,2.7e-05,2e-05
560,2.4e-05,2.1e-05,2.7e-05,2.1e-05
561,2.1e-05,2e-05,2.6e-05,2.1e-05
562,2e-05,2e-05,2.6e-05,2.1e-05
563,2e-05,2.1e-05,2.7e-05,2.1e-05
564,2e-05,2e-05,2.7e-05,2.1e-05
565,2e-05,2.1e-05,2.6e-05,2.1e-05
566,2e-05,2e-05,2.7e-05,2.1e-05
567,2e-05,2e-05,2.7e-05,2.1e-05
568,2e-05,2.1e-05,2.7e-05,2.2e-05
569,2e-05,2.1e-05,2.7e-05,2.1e-05
570,2e-05,2e-05,2.7e-05,2.1e-05
571,2.1e-05,2e-05,2.6e-05,2.1e-05
572,2e-05,2.1e-05,2.7e-05,2.1e-05
573,2e-05,2e-05,2.7e-05,2.1e-05
574,2.1e-05,2.1e-05,2.7e-05,2.1e-05
575,2e-05,2.1e-05,2.7e-05,2.1e-05
576,2.1e-05,2.1e-05,3.2e-05,2.1e-05
577,2e-05,2e-05,2.7e-05,2.1e-05
578,2.1e-05,2.1e-05,2.7e-05,2.1e-05
579,2e-05,2e-05,2.7e-05,2.1e-05
580,2e-05,2.1e-05,2.7e-05,2.1e-05
581,2.1e-05,2.1e-05,2.7e-05,2.1e-05
582,2.1e-05,2.1e-05,2.7e-05,2.2e-05
583,2e-05,2e-05,2.6e-05,2.2e-05
584,2e-05,2e-05,2.7e-05,2.2e-05
585,2.1e-05,2.1e-05,2.7e-05,2.1e-05
586,2e-05,2.1e-05,2.7e-05,2.1e-05
587,2.1e-05,2.1e-05,2.6e-05,2.1e-05
588,2e-05,2.1e-05,2.7e-05,2.1e-05
589,2.7e-05,2.6e-05,2.7e-05,2.1e-05
590,2.1e-05,2.1e-05,2.7e-05,2.8e-05
591,2.1e-05,2.1e-05,2.7e-05,2.2e-05
592,2e-05,2.1e-05,2.8e-05,2.1e-05
593,2.1e-05,2.1e-05,2.7e-05,2.1e-05
594,2.4e-05,2.1e-05,2.7e-05,2.2e-05
595,2.1e-05,2.1e-05,2.7e-05,2.1e-05
596,2.1e-05,2.1e-05,2.7e-05,2.2e-05
597,2e-05,2.1e-05,2.7e-05,2.1e-05
598,2.1e-05,2.1e-05,2.7e-05,2.2e-05
599,2.1e-05,2.1e-05,2.7e-05,2.2e-05
600,2e-05,2.1e-05,2.7e-05,2.2e-05
601,2.1e-05,2.1e-05,2.7e-05,2.1e-05
602,2e-05,2.1e-05,2.7e-05,2.2e-05
603,2.1e-05,2.1e-05,2.7e-05,2.1e-05
604,2.1e-05,2.1e-05,2.7e-05,2.2e-05
605,2.1e-05,2.1e-05,2.8e-05,2.2e-05
606,2e-05,2.1e-05,3.3e-05,2.2e-05
607,2.1e-05,2.1e-05,2.8e-05,2.2e-05
608,2.1e-05,2.2e-05,2.8e-05,2.1e-05
609,2.1e-05,2.1e-05,2.7e-05,2.2e-05
610,2.1e-05,2.1e-05,2.7e-05,2.2e-05
611,2.1e-05,2.1e-05,2.7e-05,2.2e-05
612,2.1e-05,2.1e-05,2.8e-05,2.1e-05
613,2.1e-05,2.1e-05,2.7e-05,2.2e-05
614,2.1e-05,2.1e-05,2.8e-05,2.2e-05
615,2.1e-05,2.1e-05,2.8e-05,2.2e-05
616,2.1e-05,2.2e-05,2.8e-05,2.2e-05
617,2.1e-05,2.1e-05,2.8e-05,2.2e-05
618,2.1e-05,2.1e-05,2.8e-05,2.1e-05
619,2.1e-05,2.1e-05,2.8e-05,2.2e-05
620,2e-05,2.1e-05,2.8e-05,2.2e-05
621,2.1e-05,2.2e-05,2.8e-05,2.1e-05
622,2.1e-05,2.1e-05,2.9e-05,2.2e-05
623,2.1e-05,2.1e-05,2.8e-05,2.2e-05
624,2.4e-05,2.1e-05,2.8e-05,2.2e-05
625,2.2e-05,2.1e-05,2.8e-05,2.7e-05
626,2.2e-05,2.3e-05,2.8e-05,2.2e-05
627,2.1e-05,2.2e-05,2.8e-05,2.2e-05
628,2.1e-05,2.1e-05,2.8e-05,2.2e-05
629,2.2e-05,2.1e-05,2.8e-05,2.2e-05
630,2.1e-05,2.2e-05,2.8e-05,2.2e-05
631,2.1e-05,2.1e-05,2.8e-05,2.2e-05
632,2.1e-05,2.1e-05,2.8e-05,2.1e-05
633,2.1e-05,2.2e-05,2.8e-05,2.2e-05
634,2.1e-05,2.2e-05,2.8e-05,2.3e-05
635,2.1e-05,2.1e-05,3.4e-05,2.2e-05
636,2.1e-05,2.2e-05,2.9e-05,2.2e-05
637,2.1e-05,2.2e-05,2.9e-05,2.3e-05
638,2.1e-05,2.1e-05,2.8e-05,2.2e-05
639,2.1e-05,2.2e-05,2.8e-05,2.2e-05
640,2.1e-05,2.1e-05,2.8e-05,2.2e-05
641,2.1e-05,2.1e-05,2.8e-05,2.2e-05
642,2.1e-05,2.1e-05,2.9e-05,2.2e-05
643,2.1e-05,2.1e-05,2.8e-05,2.3e-05
644,2.1e-05,2.2e-05,2.8e-05,2.3e-05
645,2.1e-05,2.2e-05,2.8e-05,2.2e-05
646,2.1e-05,2.2e-05,2.8e-05,2.2e-05
647,2.1e-05,2.1e-05,2.9e-05,2.2e-05
648,2.1e-05,2.2e-05,2.9e-05,2.2e-05
649,2.1e-05,2.2e-05,2.8e-05,2.3e-05
650,2.1e-05,2.2e-05,2.8e-05,2.2e-05
651,2.2e-05,2.2e-05,2.8e-05,2.2e-05
652,2.1e-05,2.2e-05,2.9e-05,2.2e-05
653,2.2e-05,2.2e-05,2.8e-05,2.2e-05
654,2.1e-05,2.2e-05,2.8e-05,2.2e-05
655,2.1e-05,2.2e-05,2.8e-05,2.2e-05
656,2.1e-05,2.2e-05,2.9e-05,2.3e-05
657,2.1e-05,2.1e-05,2.8e-05,2.2e-05
658,2.1e-05,2.2e-05,2.8e-05,2.2e-05
659,2.1e-05,2.2e-05,2.8e-05,2.7e-05
660,2.1e-05,2.2e-05,2.9e-05,2.3e-05
661,2.1e-05,2.8e-05,2.8e-05,2.2e-05
662,2.7e-05,2.2e-05,2.9e-05,2.3e-05
663,2.2e-05,2.2e-05,3.4e-05,2.2e-05
664,2.3e-05,2.2e-05,3e-05,2.2e-05
665,2.1e-05,2.2e-05,2.9e-05,2.3e-05
666,2.2e-05,2.2e-05,2.9e-05,2.2e-05
667,2.1e-05,2.1e-05,2.9e-05,2.2e-05
668,2.2e-05,2.1e-05,2.9e-05,2.2e-05
669,2.1e-05,2.2e-05,2.8e-05,2.3e-05
670,2.1e-05,2.2e-05,2.9e-05,2.2e-05
671,2.2e-05,2.2e-05,2.9e-05,2.3e-05
672,2.1e-05,2.2e-05,2.9e-05,2.3e-05
673,2.2e-05,2.2e-05,2.8e-05,2.3e-05
674,2.2e-05,2.2e-05,2.9e-05,2.3e-05
675,2.2e-05,2.2e-05,2.9e-05,2.3e-05
676,2.1e-05,2.2e-05,2.9e-05,2.3e-05
677,2.1e-05,2.2e-05,2.9e-05,2.2e-05
678,2.2e-05,2.2e-05,2.9e-05,2.2e-05
679,2.2e-05,2.2e-05,2.9e-05,2.2e-05
680,2.2e-05,2.2e-05,2.9e-05,2.3e-05
681,2.1e-05,2.2e-05,2.9e-05,2.3e-05
682,2.1e-05,2.2e-05,2.9e-05,2.2e-05
683,2.2e-05,2.2e-05,2.9e-05,2.2e-05
684,2.2e-05,2.2e-05,3e-05,2.2e-05
685,2.2e-05,2.2e-05,2.9e-05,2.2e-05
686,2.2e-05,2.2e-05,3e-05,2.2e-05
687,2.2e-05,2.2e-05,3e-05,2.2e-05
688,2.5e-05,2.2e-05,2.9e-05,2.2e-05
689,2.2e-05,2.2e-05,2.9e-05,2.3e-05
690,2.2e-05,2.2e-05,3.4e-05,2.3e-05
691,2.2e-05,2.2e-05,3e-05,2.3e-05
692,2.2e-05,2.3e-05,3e-05,2.9e-05
693,2.2e-05,2.2e-05,2.9e-05,2.4e-05
694,2.2e-05,2.2e-05,3e-05,2.3e-05
695,2.2e-05,2.3e-05,3e-05,2.3e-05
696,2.2e-05,2.7e-05,3e-05,2.3e-05
697,2.7e-05,2.3e-05,2.9e-05,2.3e-05
698,2.4e-05,2.3e-05,3.1e-05,2.3e-05
699,2.2e-05,2.2e-05,3e-05,2.3e-05
700,2.1e-05,2.2e-05,3e-05,2.3e-05
701,2.1e-05,2.3e-05,3e-05,2.3e-05
702,2.2e-05,2.2e-05,3.1e-05,2.3e-05
703,2.2e-05,2.2e-05,3e-05,2.3e-05
704,2.2e-05,2.2e-05,3.1e-05,2.3e-05
705,2.1e-05,2.2e-05,2.9e-05,2.3e-05
706,2.1e-05,2.2e-05,3e-05,2.3e-05
707,2.2e-05,2.2e-05,2.9e-05,2.2e-05
708,2.2e-05,2.2e-05,3e-05,2.3e-05
709,2.1e-05,2.2e-05,3e-05,2.3e-05
710,2.2e-05,2.2e-05,3e-05,2.3e-05
711,2.2e-05,2.2e-05,3e-05,2.3e-05
712,2.2e-05,2.2e-05,3e-05,2.3e-05
713,2.2e-05,2.3e-05,3e-05,2.4e-05
714,2.2e-05,2.3e-05,2.9e-05,2.3e-05
715,2.2e-05,2.2e-05,2.9e-05,2.3e-05
716,2.3e-05,2.2e-05,3e-05,2.3e-05
717,2.2e-05,2.2e-05,3.4e-05,2.3e-05
718,2.2e-05,2.2e-05,3.1e-05,2.3e-05
719,2.2e-05,2.2e-05,3e-05,2.3e-05
720,2.2e-05,2.2e-05,3e-05,2.3e-05
721,2.2e-05,2.3e-05,3e-05,2.3e-05
722,2.2e-05,2.3e-05,3.1e-05,2.3e-05
723,2.2e-05,2.3e-05,3e-05,2.3e-05
724,2.2e-05,2.2e-05,3e-05,2.3e-05
725,2.1e-05,2.2e-05,3e-05,2.8e-05
726,2.2e-05,2.3e-05,3.1e-05,2.4e-05
727,2.2e-05,2.3e-05,3e-05,2.3e-05
728,2.2e-05,2.3e-05,3.1e-05,2.3e-05
729,2.3e-05,2.3e-05,3e-05,2.4e-05
730,2.2e-05,2.2e-05,3.1e-05,2.3e-05
731,2.2e-05,2.5e-05,3e-05,2.3e-05
732,2.6e-05,2.3e-05,3.1e-05,2.3e-05
733,2.3e-05,2.3e-05,3e-05,2.4e-05
734,2.2e-05,2.3e-05,3.1e-05,2.4e-05
735,2.2e-05,2.3e-05,3.1e-05,2.4e-05
736,2.2e-05,2.3e-05,3.1e-05,2.3e-05
737,2.2e-05,2.3e-05,3e-05,2.3e-05
738,2.2e-05,2.3e-05,3.1e-05,2.3e-05
739,2.2e-05,2.3e-05,3.1e-05,2.4e-05
740,2.2e-05,2.2e-05,3.1e-05,2.4e-05
741,2.2e-05,2.3e-05,3e-05,2.4e-05
742,2.3e-05,2.2e-05,3.1e-05,2.4e-05
743,2.2e-05,2.3e-05,3.1e-05,2.3e-05
744,2.2e-05,2.3e-05,3.7e-05,2.3e-05
745,2.2e-05,2.2e-05,3e-05,2.3e-05
746,2.2e-05,2.3e-05,3.1e-05,2.3e-05
747,2.2e-05,2.3e-05,3.1e-05,2.3e-05
748,2.2e-05,2.3e-05,3.1e-05,2.4e-05
749,2.2e-05,2.3e-05,3.2e-05,2.4e-05
750,2.3e-05,2.3e-05,3.1e-05,2.4e-05
751,2.2e-05,2.3e-05,3.1e-05,2.4e-05
752,2.6e-05,2.3e-05,3.1e-05,2.4e-05
753,2.3e-05,2.2e-05,3e-05,2.3e-05
754,2.3e-05,2.3e-05,3.1e-05,2.3e-05
755,2.3e-05,2.2e-05,3e-05,2.3e-05
756,2.2e-05,2.3e-05,3.1e-05,2.3e-05
757,2.2e-05,2.3e-05,3.1e-05,2.8e-05
758,2.2e-05,2.3e-05,3.1e-05,2.4e-05
759,2.2e-05,2.3e-05,3.1e-05,2.3e-05
760,2.2e-05,2.3e-05,3.1e-05,2.3e-05
761,2.2e-05,2.2e-05,3.1e-05,2.3e-05
762,2.2e-05,2.3e-05,3.2e-05,2.4e-05
763,2.2e-05,2.3e-05,3.1e-05,2.4e-05
764,2.2e-05,3e-05,3.1e-05,2.3e-05
765,2.2e-05,2.4e-05,3.1e-05,2.4e-05
766,2.3e-05,2.3e-05,3.2e-05,2.4e-05
767,2.5e-05,2.4e-05,3.2e-05,2.4e-05
768,2.3e-05,2.3e-05,3.2e-05,2.3e-05
769,2.3e-05,2.3e-05,3e-05,2.4e-05
770,2.3e-05,2.3e-05,3.3e-05,2.4e-05
771,2.3e-05,2.3e-05,3.1e-05,2.3e-05
772,2.2e-05,2.3e-05,3.1e-05,2.4e-05
773,2.3e-05,2.3e-05,3.1e-05,2.3e-05
774,2.3e-05,2.3e-05,3.2e-05,2.4e-05
775,2.2e-05,2.3e-05,3.1e-05,2.4e-05
776,2.3e-05,2.3e-05,3.1e-05,2.4e-05
777,2.3e-05,2.3e-05,3.1e-05,2.3e-05
778,2.2e-05,2.3e-05,3.1e-05,2.4e-05
779,2.2e-05,2.3e-05,3.1e-05,2.4e-05
780,2.3e-05,2.3e-05,3.2e-05,2.3e-05
781,2.2e-05,2.3e-05,3.2e-05,2.4e-05
782,2.3e-05,2.3e-05,3.2e-05,2.3e-05
783,2.3e-05,2.4e-05,3.1e-05,2.4e-05
784,2.3e-05,2.4e-05,3.2e-05,2.3e-05
785,2.3e-05,2.4e-05,3.1e-05,2.4e-05
786,2.2e-05,2.4e-05,3.1e-05,2.4e-05
787,2.3e-05,2.3e-05,3.1e-05,2.4e-05
788,2.2e-05,2.3e-05,3.2e-05,2.4e-05
789,2.3e-05,2.3e-05,3.1e-05,2.9e-05
790,2.3e-05,2.3e-05,3.2e-05,2.4e-05
791,2.3e-05,2.3e-05,3.2e-05,2.4e-05
792,2.2e-05,2.3e-05,3.2e-05,2.4e-05
793,2.3e-05,2.3e-05,3.1e-05,2.4e-05
794,2.2e-05,2.3e-05,3.1e-05,2.4e-05
795,2.3e-05,2.3e-05,3.7e-05,2.4e-05
796,2.3e-05,2.3e-05,3.2e-05,2.4e-05
797,2.3e-05,3e-05,3.2e-05,2.4e-05
798,2.3e-05,2.4e-05,3.2e-05,2.4e-05
799,2.3e-05,2.4e-05,3.2e-05,2.4e-05
800,2.8e-05,2.3e-05,3.2e-05,2.4e-05
801,2.3e-05,2.3e-05,3.1e-05,2.4e-05
802,2.3e-05,2.4e-05,3.2e-05,2.4e-05
803,2.3e-05,2.3e-05,3.2e-05,2.4e-05
804,2.3e-05,2.3e-05,3.2e-05,2.4e-05
805,2.3e-05,2.3e-05,3.2e-05,2.4e-05
806,2.3e-05,2.3e-05,3.2e-05,2.4e-05
807,2.2e-05,2.4e-05,3.1e-05,2.4e-05
808,2.3e-05,2.3e-05,3.2e-05,2.4e-05
809,2.3e-05,2.4e-05,3.2e-05,2.4e-05
810,2.3e-05,2.4e-05,3.3e-05,2.4e-05
811,2.3e-05,2.3e-05,3.2e-05,2.4e-05
812,2.3e-05,2.4e-05,3.3e-05,2.4e-05
813,2.3e-05,2.3e-05,3.3e-05,2.4e-05
814,2.3e-05,2.4e-05,3.3e-05,2.4e-05
815,2.6e-05,2.3e-05,3.2e-05,2.4e-05
816,2.4e-05,2.4e-05,3.3e-05,2.4e-05
817,2.3e-05,2.3e-05,3.2e-05,2.5e-05
818,2.3e-05,2.4e-05,3.2e-05,2.4e-05
819,2.3e-05,2.4e-05,3.2e-05,2.4e-05
820,2.3e-05,2.3e-05,3.8e-05,3.1e-05
821,2.3e-05,2.4e-05,3.3e-05,2.4e-05
822,2.3e-05,2.3e-05,3.2e-05,2.5e-05
823,2.4e-05,2.4e-05,3.2e-05,2.4e-05
824,2.3e-05,2.4e-05,3.3e-05,2.4e-05
825,2.3e-05,2.4e-05,3.2e-05,2.4e-05
826,2.3e-05,2.4e-05,3.3e-05,2.4e-05
827,2.4e-05,2.4e-05,3.2e-05,2.4e-05
828,2.3e-05,2.3e-05,3.3e-05,2.5e-05
829,2.3e-05,2.4e-05,3.2e-05,2.4e-05
830,2.3e-05,3e-05,3.2e-05,2.4e-05
831,2.3e-05,2.4e-05,3.3e-05,2.5e-05
832,2.3e-05,2.4e-05,3.3e-05,2.4e-05
833,2.9e-05,2.4e-05,3.2e-05,2.5e-05
834,2.5e-05,2.4e-05,3.2e-05,2.4e-05
835,2.3e-05,2.3e-05,3.3e-05,2.5e-05
836,2.3e-05,2.4e-05,3.3e-05,2.4e-05
837,2.3e-05,2.4e-05,3.2e-05,2.5e-05
838,2.4e-05,2.4e-05,3.3e-05,2.4e-05
839,2.3e-05,2.4e-05,3.3e-05,2.4e-05
840,2.3e-05,2.4e-05,3.3e-05,2.5e-05
841,2.3e-05,2.4e-05,3.2e-05,2.4e-05
842,2.3e-05,2.4e-05,3.3e-05,2.5e-05
843,2.3e-05,2.4e-05,3.2e-05,2.4e-05
844,2.3e-05,2.4e-05,3.3e-05,2.5e-05
845,2.3e-05,2.4e-05,3.5e-05,2.4e-05
846,2.3e-05,2.4e-05,3.4e-05,2.5e-05
847,2.4e-05,2.4e-05,3.2e-05,2.4e-05
848,2.4e-05,2.4e-05,3.3e-05,2.5e-05
849,2.3e-05,2.4e-05,3.3e-05,2.4e-05
850,2.3e-05,2.4e-05,3.3e-05,2.4e-05
851,2.4e-05,2.3e-05,3.2e-05,2.6e-05
852,2.3e-05,2.4e-05,3.3e-05,2.5e-05
853,2.3e-05,2.4e-05,3.3e-05,2.5e-05
854,2.4e-05,2.4e-05,3.3e-05,2.4e-05
855,2.3e-05,2.4e-05,3.3e-05,2.5e-05
856,2.3e-05,2.4e-05,3.4e-05,2.5e-05
857,2.3e-05,2.4e-05,3.3e-05,2.4e-05
858,2.3e-05,2.4e-05,3.4e-05,2.4e-05
859,2.3e-05,2.5e-05,3.3e-05,2.5e-05
860,2.3e-05,2.4e-05,3.3e-05,2.5e-05
861,2.4e-05,2.4e-05,3.4e-05,2.5e-05
862,2.7e-05,3e-05,3.3e-05,2.5e-05
863,2.3e-05,2.4e-05,3.4e-05,2.5e-05
864,2.4e-05,2.4e-05,3.4e-05,2.4e-05
865,2.4e-05,2.4e-05,3.3e-05,2.4e-05
866,2.9e-05,2.4e-05,3.3e-05,2.5e-05
867,2.4e-05,2.5e-05,3.2e-05,2.5e-05
868,2.4e-05,2.4e-05,3.4e-05,2.5e-05
869,2.3e-05,2.5e-05,3.8e-05,2.6e-05
870,2.3e-05,2.4e-05,3.4e-05,2.5e-05
871,2.4e-05,2.4e-05,3.3e-05,2.5e-05
872,2.3e-05,2.4e-05,3.4e-05,2.4e-05
873,2.4e-05,2.4e-05,3.3e-05,2.5e-05
874,2.3e-05,2.5e-05,3.3e-05,2.5e-05
875,2.4e-05,2.4e-05,3.3e-05,2.5e-05
876,2.3e-05,2.4e-05,3.4e-05,2.5e-05
877,2.4e-05,2.4e-05,3.3e-05,2.4e-05
878,2.4e-05,2.4e-05,3.4e-05,2.4e-05
879,2.7e-05,2.5e-05,3.4e-05,2.5e-05
880,2.5e-05,2.4e-05,3.4e-05,2.5e-05
881,2.4e-05,2.5e-05,3.4e-05,2.6e-05
882,2.4e-05,2.4e-05,3.4e-05,2.5e-05
883,2.3e-05,2.4e-05,3.4e-05,2.5e-05
884,2.3e-05,2.4e-05,3.4e-05,2.5e-05
885,2.3e-05,2.5e-05,3.4e-05,2.5e-05
886,2.4e-05,2.4e-05,3.4e-05,2.5e-05
887,2.3e-05,2.4e-05,3.4e-05,2.5e-05
888,2.4e-05,2.5e-05,3.5e-05,2.5e-05
889,2.4e-05,2.5e-05,3.4e-05,2.5e-05
890,2.4e-05,2.4e-05,3.4e-05,2.6e-05
891,2.4e-05,2.4e-05,3.4e-05,2.5e-05
892,2.4e-05,2.5e-05,3.5e-05,2.5e-05
893,2.4e-05,3e-05,3.5e-05,2.5e-05
894,2.4e-05,2.6e-05,3.4e-05,2.5e-05
895,2.4e-05,2.5e-05,3.4e-05,2.5e-05
896,2.4e-05,2.5e-05,3.5e-05,2.5e-05
897,2.4e-05,2.5e-05,3.3e-05,2.6e-05
898,2.9e-05,2.5e-05,3.4e-05,2.6e-05
899,2.4e-05,2.5e-05,3.4e-05,2.6e-05
900,2.4e-05,2.5e-05,3.4e-05,2.5e-05
901,2.4e-05,2.4e-05,3.3e-05,2.6e-05
902,2.4e-05,2.4e-05,3.5e-05,2.5e-05
903,2.4e-05,2.5e-05,3.4e-05,2.5e-05
904,2.4e-05,2.5e-05,3.4e-05,2.6e-05
905,2.4e-05,2.5e-05,3.3e-05,2.5e-05
906,2.4e-05,2.5e-05,3.3e-05,2.5e-05
907,2.4e-05,2.4e-05,3.4e-05,2.5e-05
908,2.4e-05,2.5e-05,3.4e-05,2.6e-05
909,2.4e-05,2.5e-05,3.4e-05,2.6e-05
910,2.4e-05,2.5e-05,3.4e-05,3.2e-05
911,2.3e-05,2.5e-05,3.4e-05,2.6e-05
912,2.4e-05,2.4e-05,3.5e-05,2.6e-05
913,2.4e-05,2.5e-05,3.3e-05,2.6e-05
914,2.4e-05,2.5e-05,3.5e-05,2.6e-05
915,2.3e-05,2.5e-05,3.4e-05,2.5e-05
916,2.4e-05,2.5e-05,3.9e-05,2.5e-05
917,2.4e-05,2.5e-05,3.5e-05,2.5e-05
918,2.4e-05,2.5e-05,3.5e-05,2.5e-05
919,2.4e-05,2.5e-05,3.4e-05,2.6e-05
920,2.4e-05,2.4e-05,3.5e-05,2.6e-05
921,2.4e-05,2.5e-05,3.4e-05,2.6e-05
922,2.4e-05,2.5e-05,3.5e-05,2.6e-05
923,2.4e-05,2.5e-05,3.5e-05,2.6e-05
924,2.4e-05,3e-05,3.5e-05,2.5e-05
925,2.4e-05,2.6e-05,3.4e-05,2.5e-05
926,2.4e-05,2.5e-05,3.4e-05,2.6e-05
927,2.4e-05,2.6e-05,3.4e-05,2.6e-05
928,2.4e-05,2.5e-05,3.6e-05,2.6e-05
929,2.4e-05,2.5e-05,3.4e-05,2.5e-05
930,3e-05,2.5e-05,3.5e-05,2.5e-05
931,2.4e-05,2.5e-05,3.5e-05,2.5e-05
932,2.4e-05,2.4e-05,3.5e-05,2.6e-05
933,2.5e-05,2.5e-05,3.5e-05,2.6e-05
934,2.4e-05,2.5e-05,3.5e-05,2.5e-05
935,2.4e-05,2.5e-05,3.5e-05,2.5e-05
936,2.5e-05,2.5e-05,3.5e-05,2.6e-05
937,2.4e-05,2.5e-05,3.4e-05,2.6e-05
938,2.4e-05,2.5e-05,3.5e-05,2.6e-05
939,2.4e-05,2.5e-05,3.9e-05,3.2e-05
940,2.5e-05,2.5e-05,3.7e-05,2.7e-05
941,2.4e-05,2.5e-05,3.5e-05,2.6e-05
942,2.4e-05,2.5e-05,3.5e-05,2.6e-05
943,2.8e-05,2.6e-05,3.5e-05,2.5e-05
944,2.4e-05,2.5e-05,3.6e-05,2.6e-05
945,2.4e-05,2.6e-05,3.5e-05,2.5e-05
946,2.4e-05,2.5e-05,3.7e-05,2.6e-05
947,2.5e-05,2.5e-05,3.5e-05,2.5e-05
948,2.5e-05,2.5e-05,3.6e-05,2.6e-05
949,2.4e-05,2.5e-05,3.6e-05,2.6e-05
950,2.4e-05,2.5e-05,3.6e-05,2.6e-05
951,2.4e-05,2.5e-05,3.5e-05,2.5e-05
952,2.4e-05,2.5e-05,3.5e-05,2.6e-05
953,2.5e-05,2.6e-05,3.5e-05,2.6e-05
954,2.5e-05,2.6e-05,3.6e-05,2.6e-05
955,2.5e-05,3.1e-05,3.6e-05,2.6e-05
