n,plus,multi,square,compare
5315,6.8e-05,7.3e-05,0.000225,7.1e-05
5316,6.8e-05,7.2e-05,0.000226,7.8e-05
5317,6.8e-05,7.3e-05,0.000225,7.2e-05
5318,7.3e-05,7.2e-05,0.000223,7.4e-05
5319,6.7e-05,7.2e-05,0.000231,7.2e-05
5320,6.9e-05,7.3e-05,0.000228,7.2e-05
5321,6.7e-05,7.3e-05,0.000219,7.2e-05
5322,6.9e-05,7.2e-05,0.000219,7.2e-05
5323,6.8e-05,7.3e-05,0.000231,7.5e-05
5324,6.7e-05,7.3e-05,0.000228,7.2e-05
5325,6.8e-05,7.2e-05,0.000226,7.2e-05
5326,6.7e-05,7.3e-05,0.000228,7.6e-05
5327,6.8e-05,7.2e-05,0.000227,7.2e-05
5328,7.3e-05,7.3e-05,0.000222,7.1e-05
5329,6.8e-05,7.2e-05,0.00022,7.2e-05
5330,6.8e-05,7.4e-05,0.000225,7.2e-05
5331,6.8e-05,7.2e-05,0.000225,7.2e-05
5332,6.8e-05,7.3e-05,0.00022,7.2e-05
5333,6.8e-05,7.2e-05,0.000224,7.2e-05
5334,6.8e-05,7.3e-05,0.000221,7.2e-05
5335,6.8e-05,7.2e-05,0.000226,7.2e-05
5336,6.8e-05,7.2e-05,0.000228,7.4e-05
5337,6.9e-05,7.2e-05,0.000222,7.2e-05
5338,7.4e-05,7.3e-05,0.000225,7.2e-05
5339,6.9e-05,7.3e-05,0.000226,7.2e-05
5340,6.9e-05,7.8e-05,0.000228,7.1e-05
5341,6.8e-05,7.3e-05,0.000225,7.1e-05
5342,7.2e-05,7.3e-05,0.000233,7.2e-05
5343,6.8e-05,7.2e-05,0.000226,7.2e-05
5344,6.8e-05,7.3e-05,0.000229,7.2e-05
5345,6.9e-05,7.3e-05,0.000223,7.8e-05
5346,6.8e-05,7.3e-05,0.000231,7.2e-05
5347,6.8e-05,7.3e-05,0.000226,7.2e-05
5348,7.3e-05,7.2e-05,0.000231,7.2e-05
5349,6.9e-05,7.3e-05,0.000219,7.1e-05
5350,6.9e-05,7.7e-05,0.000233,7.2e-05
5351,6.8e-05,7.2e-05,0.000222,7.2e-05
5352,6.8e-05,7.3e-05,0.000225,7.2e-05
5353,6.8e-05,7.3e-05,0.000223,7.1e-05
5354,6.8e-05,7.3e-05,0.000232,7.2e-05
5355,6.8e-05,7.3e-05,0.00022,7.8e-05
5356,6.9e-05,7.3e-05,0.000221,7.2e-05
5357,6.8e-05,7.2e-05,0.00022,7.2e-05
5358,6.8e-05,7.3e-05,0.000227,7.2e-05
5359,7e-05,7.3e-05,0.000225,7.2e-05
5360,6.9e-05,7.8e-05,0.000229,7.2e-05
5361,6.8e-05,7.2e-05,0.000226,7.2e-05
5362,6.8e-05,7.2e-05,0.000232,7.2e-05
5363,6.8e-05,7.3e-05,0.000228,7.2e-05
5364,6.8e-05,7.3e-05,0.000229,7.2e-05
5365,6.8e-05,7.3e-05,0.000227,7.8e-05
5366,6.8e-05,7.3e-05,0.000235,7.2e-05
5367,6.8e-05,7.3e-05,0.000222,7.1e-05
5368,6.8e-05,7.3e-05,0.000224,7.3e-05
5369,7.6e-05,7.3e-05,0.000225,7.2e-05
5370,6.8e-05,7.9e-05,0.000233,7.3e-05
5371,6.9e-05,7.4e-05,0.000223,7.2e-05
5372,6.8e-05,7.3e-05,0.000226,7.2e-05
5373,6.8e-05,7.3e-05,0.000227,7.3e-05
5374,6.8e-05,7.3e-05,0.000236,7.2e-05
5375,6.9e-05,7.3e-05,0.00023,7.4e-05
5376,6.7e-05,7.3e-05,0.000231,7.2e-05
5377,6.8e-05,7.3e-05,0.000222,7.3e-05
5378,6.8e-05,7.7e-05,0.000233,7.2e-05
5379,7.3e-05,7.4e-05,0.000226,7.2e-05
5380,6.8e-05,7.8e-05,0.000223,7.2e-05
5381,6.8e-05,7.4e-05,0.000222,7.2e-05
5382,6.8e-05,7.4e-05,0.000225,7.2e-05
5383,6.8e-05,7.3e-05,0.000222,7.2e-05
5384,6.9e-05,7.3e-05,0.00023,7.7e-05
5385,6.8e-05,7.3e-05,0.00022,7.3e-05
5386,6.8e-05,7.3e-05,0.00023,7.2e-05
5387,6.9e-05,7.3e-05,0.00023,7.6e-05
5388,6.8e-05,7.3e-05,0.000224,7.2e-05
5389,7.3e-05,7.4e-05,0.000233,7.3e-05
5390,6.8e-05,7.3e-05,0.000225,7.2e-05
5391,6.8e-05,7.5e-05,0.000226,7.2e-05
5392,6.9e-05,7.3e-05,0.000233,7.2e-05
5393,6.8e-05,7.3e-05,0.000234,7.2e-05
5394,6.9e-05,7.4e-05,0.000227,7.8e-05
5395,6.8e-05,7.3e-05,0.000229,7.3e-05
5396,6.9e-05,7.4e-05,0.000233,7.3e-05
5397,6.9e-05,7.3e-05,0.000228,7.2e-05
5398,6.8e-05,7.3e-05,0.000226,7.2e-05
5399,7.3e-05,7.3e-05,0.000229,7.2e-05
5400,6.9e-05,7.3e-05,0.000228,7.2e-05
5401,6.9e-05,7.5e-05,0.000227,7.3e-05
5402,7e-05,7.3e-05,0.000228,7.3e-05
5403,6.9e-05,7.3e-05,0.000232,7.2e-05
5404,6.9e-05,7.3e-05,0.000227,7.8e-05
5405,7.2e-05,7.3e-05,0.000235,7.3e-05
5406,6.9e-05,7.4e-05,0.000232,7.4e-05
5407,7e-05,7.3e-05,0.00023,7.2e-05
5408,6.9e-05,7.4e-05,0.000232,7.2e-05
5409,7.4e-05,7.3e-05,0.000232,7.3e-05
5410,6.9e-05,7.4e-05,0.000232,7.3e-05
5411,6.9e-05,7.8e-05,0.00023,7.3e-05
5412,6.8e-05,7.3e-05,0.000231,7.2e-05
5413,6.8e-05,7.3e-05,0.000234,7.3e-05
5414,6.8e-05,7.3e-05,0.000237,7.6e-05
5415,6.8e-05,7.3e-05,0.000231,7.2e-05
5416,6.9e-05,7.3e-05,0.000238,7.3e-05
5417,6.9e-05,7.3e-05,0.00023,7.3e-05
5418,6.8e-05,7.3e-05,0.00023,7.2e-05
5419,6.9e-05,7.4e-05,0.000229,7.3e-05
5420,7e-05,7.3e-05,0.000237,7.2e-05
5421,6.9e-05,8.1e-05,0.00023,7.3e-05
5422,6.9e-05,7.4e-05,0.000233,7.3e-05
5423,6.8e-05,7.3e-05,0.000226,7.9e-05
5424,6.9e-05,7.3e-05,0.000233,7.3e-05
5425,6.9e-05,7.3e-05,0.000223,7.3e-05
5426,6.9e-05,7.4e-05,0.00023,7.3e-05
5427,6.9e-05,7.3e-05,0.00023,7.3e-05
5428,7e-05,7.3e-05,0.000238,7.3e-05
5429,6.9e-05,7.4e-05,0.000233,7.2e-05
5430,7e-05,7.4e-05,0.000233,7.3e-05
5431,7e-05,7.8e-05,0.000227,7.3e-05
5432,7e-05,7.4e-05,0.000241,7.3e-05
5433,6.9e-05,7.3e-05,0.000233,7.9e-05
5434,6.9e-05,7.3e-05,0.000235,7.3e-05
5435,6.9e-05,7.3e-05,0.000227,7.3e-05
5436,6.8e-05,7.3e-05,0.000233,7.2e-05
5437,6.9e-05,7.3e-05,0.000224,7.3e-05
5438,6.9e-05,7.4e-05,0.000227,7.2e-05
5439,7e-05,7.4e-05,0.000231,7.3e-05
5440,7e-05,7.4e-05,0.000235,7.3e-05
5441,6.9e-05,7.9e-05,0.000229,7.3e-05
5442,7e-05,7.7e-05,0.000231,7.3e-05
5443,6.9e-05,7.4e-05,0.000233,7.4e-05
5444,6.9e-05,7.4e-05,0.000227,7.3e-05
5445,6.9e-05,7.4e-05,0.000226,7.3e-05
5446,7e-05,7.4e-05,0.000232,7.3e-05
5447,7e-05,7.3e-05,0.000236,7.3e-05
5448,7e-05,7.4e-05,0.000229,7.3e-05
5449,6.9e-05,7.4e-05,0.000224,7.2e-05
5450,7e-05,7.4e-05,0.00023,7.6e-05
5451,7e-05,8.1e-05,0.000233,7.3e-05
5452,7e-05,7.3e-05,0.000233,8.1e-05
5453,6.9e-05,7.4e-05,0.000227,7.3e-05
5454,6.9e-05,7.4e-05,0.000234,7.3e-05
5455,6.9e-05,7.4e-05,0.000233,7.3e-05
5456,6.8e-05,7.4e-05,0.000234,7.3e-05
5457,6.9e-05,7.4e-05,0.000227,7.3e-05
5458,6.9e-05,7.4e-05,0.000234,7.3e-05
5459,6.9e-05,7.4e-05,0.000239,7.3e-05
5460,7.1e-05,7.4e-05,0.000229,7.3e-05
5461,7e-05,7.9e-05,0.000226,7.3e-05
5462,6.9e-05,7.4e-05,0.000228,7.8e-05
5463,7e-05,7.4e-05,0.000234,7.3e-05
5464,7e-05,7.4e-05,0.000236,7.4e-05
5465,6.9e-05,7.4e-05,0.000225,7.3e-05
5466,7e-05,7.4e-05,0.000237,7.3e-05
5467,6.9e-05,7.4e-05,0.000234,7.3e-05
5468,6.9e-05,7.4e-05,0.000236,7.3e-05
5469,7.3e-05,7.3e-05,0.000229,7.3e-05
5470,7.1e-05,7.4e-05,0.000234,7.3e-05
5471,7e-05,8e-05,0.00023,7.4e-05
5472,6.9e-05,7.5e-05,0.000231,7.5e-05
5473,6.9e-05,7.4e-05,0.000235,7.3e-05
5474,6.9e-05,7.3e-05,0.000243,7.3e-05
5475,6.9e-05,7.4e-05,0.000229,7.4e-05
5476,6.9e-05,7.4e-05,0.000236,7.3e-05
5477,7e-05,7.4e-05,0.000228,7.3e-05
5478,6.9e-05,7.4e-05,0.00024,7.3e-05
5479,6.9e-05,7.4e-05,0.000231,7.3e-05
5480,7.1e-05,7.4e-05,0.000237,7.3e-05
5481,7e-05,7.9e-05,0.000229,7.9e-05
5482,7e-05,7.4e-05,0.000239,7.3e-05
5483,6.9e-05,7.4e-05,0.00023,7.4e-05
5484,7e-05,7.4e-05,0.000235,7.3e-05
5485,6.8e-05,7.4e-05,0.000227,7.4e-05
5486,7e-05,7.4e-05,0.000237,7.3e-05
5487,7e-05,7.4e-05,0.000236,7.3e-05
5488,6.9e-05,7.4e-05,0.000233,7.4e-05
5489,6.9e-05,7.4e-05,0.000235,7.4e-05
5490,7.5e-05,7.4e-05,0.000238,7.3e-05
5491,6.9e-05,8e-05,0.000237,7.8e-05
5492,6.9e-05,7.4e-05,0.000234,7.3e-05
5493,6.9e-05,7.4e-05,0.000237,7.5e-05
5494,7e-05,7.4e-05,0.000238,7.4e-05
5495,6.9e-05,7.4e-05,0.000237,7.3e-05
5496,7e-05,7.4e-05,0.00024,7.4e-05
5497,6.9e-05,7.4e-05,0.000242,7.4e-05
5498,7e-05,7.4e-05,0.000238,7.3e-05
5499,6.9e-05,7.4e-05,0.000238,7.4e-05
5500,7.5e-05,7.4e-05,0.00024,7.8e-05
5501,7e-05,8e-05,0.000235,7.3e-05
5502,7e-05,7.4e-05,0.000238,7.4e-05
5503,7e-05,7.4e-05,0.000237,7.3e-05
5504,7e-05,7.4e-05,0.000244,7.4e-05
5505,6.9e-05,7.7e-05,0.000237,7.3e-05
5506,6.9e-05,7.5e-05,0.000238,7.4e-05
5507,7e-05,7.4e-05,0.000235,7.4e-05
5508,6.9e-05,7.5e-05,0.000243,7.3e-05
5509,7e-05,7.5e-05,0.000238,7.4e-05
5510,7.4e-05,7.5e-05,0.000238,8e-05
5511,6.9e-05,7.9e-05,0.000236,7.4e-05
5512,7e-05,7.5e-05,0.000243,7.4e-05
5513,6.9e-05,7.4e-05,0.000235,7.3e-05
5514,7.1e-05,7.4e-05,0.00023,7.7e-05
5515,6.9e-05,7.4e-05,0.000237,7.4e-05
5516,7e-05,7.5e-05,0.00024,7.4e-05
5517,7e-05,7.5e-05,0.000231,7.4e-05
5518,6.9e-05,7.4e-05,0.000233,7.4e-05
5519,7e-05,7.4e-05,0.000242,7.3e-05
5520,7.5e-05,7.5e-05,0.000241,7.4e-05
5521,7e-05,7.9e-05,0.000235,7.4e-05
5522,7e-05,7.5e-05,0.000236,7.4e-05
5523,7e-05,7.5e-05,0.000238,7.4e-05
5524,7e-05,7.4e-05,0.000238,7.3e-05
5525,7e-05,7.4e-05,0.000235,7.4e-05
5526,7e-05,7.5e-05,0.000238,7.4e-05
5527,7e-05,7.5e-05,0.000244,7.4e-05
5528,7e-05,7.4e-05,0.000239,7.4e-05
5529,7e-05,7.5e-05,0.000238,7.9e-05
5530,7.1e-05,7.5e-05,0.000244,7.3e-05
5531,7e-05,7.5e-05,0.000239,7.3e-05
5532,7.1e-05,7.4e-05,0.000241,7.3e-05
5533,7.3e-05,7.5e-05,0.000236,7.4e-05
5534,7.1e-05,7.5e-05,0.000243,7.3e-05
5535,7e-05,7.4e-05,0.000233,7.4e-05
5536,7e-05,7.5e-05,0.00024,7.4e-05
5537,7e-05,7.5e-05,0.000236,7.4e-05
5538,7e-05,7.4e-05,0.000242,7.4e-05
5539,6.9e-05,7.5e-05,0.000238,7.5e-05
5540,7.1e-05,7.4e-05,0.00024,7.4e-05
5541,7.1e-05,7.5e-05,0.000237,7.4e-05
5542,7e-05,7.5e-05,0.000244,7.4e-05
5543,7e-05,7.4e-05,0.000232,7.4e-05
5544,7e-05,7.5e-05,0.00024,7.4e-05
5545,7e-05,7.4e-05,0.000241,7.4e-05
5546,7e-05,7.4e-05,0.000239,7.4e-05
5547,7e-05,7.5e-05,0.000239,7.4e-05
5548,6.9e-05,7.5e-05,0.000241,8e-05
5549,7e-05,7.5e-05,0.000243,7.4e-05
5550,7.2e-05,8e-05,0.00024,7.4e-05
5551,7e-05,7.6e-05,0.000233,7.4e-05
5552,7e-05,7.4e-05,0.000236,7.3e-05
5553,7e-05,7.5e-05,0.000236,7.4e-05
5554,6.9e-05,7.4e-05,0.000234,7.4e-05
5555,7e-05,7.5e-05,0.000239,7.4e-05
5556,6.9e-05,7.5e-05,0.00024,7.4e-05
5557,7e-05,7.5e-05,0.000238,7.4e-05
5558,7e-05,7.5e-05,0.00024,7.5e-05
5559,7.5e-05,7.5e-05,0.00024,7.4e-05
5560,7.2e-05,8e-05,0.000246,7.5e-05
5561,7.1e-05,7.5e-05,0.000238,7.4e-05
5562,7e-05,7.5e-05,0.000241,7.4e-05
5563,7e-05,7.5e-05,0.000236,7.4e-05
5564,7.1e-05,7.5e-05,0.000246,7.4e-05
5565,7.1e-05,7.5e-05,0.000241,7.3e-05
5566,7.1e-05,7.4e-05,0.000242,7.4e-05
5567,7e-05,7.5e-05,0.00024,8e-05
5568,7.1e-05,7.5e-05,0.000248,7.4e-05
5569,7.5e-05,7.8e-05,0.000237,7.4e-05
5570,7e-05,8.1e-05,0.000239,7.5e-05
5571,7e-05,7.5e-05,0.000238,7.4e-05
5572,7e-05,7.5e-05,0.000244,7.4e-05
5573,7.1e-05,7.5e-05,0.00024,7.4e-05
5574,7e-05,7.5e-05,0.000235,7.4e-05
5575,7e-05,7.5e-05,0.000244,7.4e-05
5576,7e-05,7.5e-05,0.000244,7.4e-05
5577,7e-05,7.5e-05,0.000238,7.9e-05
5578,7.3e-05,7.5e-05,0.00024,7.7e-05
5579,7.6e-05,7.4e-05,0.000247,7.5e-05
5580,7e-05,8.1e-05,0.000243,7.5e-05
5581,7e-05,7.5e-05,0.00024,7.4e-05
5582,7.1e-05,7.5e-05,0.000247,7.4e-05
5583,7.1e-05,7.5e-05,0.000237,7.4e-05
5584,7e-05,7.5e-05,0.000242,7.5e-05
5585,7.1e-05,7.5e-05,0.00024,7.5e-05
5586,7.1e-05,7.4e-05,0.000247,8e-05
5587,7e-05,7.6e-05,0.000242,7.4e-05
5588,7e-05,7.5e-05,0.000244,7.5e-05
5589,7.6e-05,7.4e-05,0.000239,7.4e-05
5590,7.1e-05,8e-05,0.000247,7.4e-05
5591,7.1e-05,7.5e-05,0.000243,7.4e-05
5592,7.1e-05,7.5e-05,0.000238,7.5e-05
5593,7.1e-05,7.5e-05,0.000235,7.4e-05
5594,7.1e-05,7.6e-05,0.000243,7.4e-05
5595,7.1e-05,7.5e-05,0.000242,7.5e-05
5596,7.1e-05,7.5e-05,0.000244,7.8e-05
5597,7.4e-05,7.5e-05,0.000246,7.5e-05
5598,7.1e-05,7.5e-05,0.000244,7.5e-05
5599,7.9e-05,7.5e-05,0.000242,7.4e-05
5600,7e-05,8e-05,0.000245,7.4e-05
5601,7e-05,7.5e-05,0.000239,7.4e-05
5602,7e-05,7.6e-05,0.000235,7.5e-05
5603,7.1e-05,7.5e-05,0.000236,7.5e-05
5604,7.1e-05,7.5e-05,0.000237,7.5e-05
5605,7.1e-05,7.6e-05,0.000243,7.9e-05
5606,7.1e-05,7.5e-05,0.000236,7.4e-05
5607,7e-05,7.5e-05,0.000231,7.5e-05
5608,7e-05,7.5e-05,0.000236,7.5e-05
5609,7.2e-05,7.5e-05,0.000233,7.5e-05
5610,7.1e-05,7.7e-05,0.000235,7.5e-05
5611,7.1e-05,7.5e-05,0.000235,7.5e-05
5612,7.1e-05,7.6e-05,0.00024,7.5e-05
5613,7.1e-05,7.5e-05,0.000235,7.5e-05
5614,7.1e-05,7.5e-05,0.000235,7.5e-05
5615,7.1e-05,7.6e-05,0.000234,7.6e-05
5616,7e-05,7.5e-05,0.000242,7.5e-05
5617,7.1e-05,7.6e-05,0.000233,7.5e-05
5618,7.1e-05,7.5e-05,0.000233,7.4e-05
5619,7.2e-05,8.1e-05,0.00023,7.4e-05
5620,7e-05,7.6e-05,0.000242,7.4e-05
5621,7.1e-05,7.5e-05,0.000228,7.5e-05
5622,7.1e-05,7.6e-05,0.00023,7.5e-05
5623,7.1e-05,7.5e-05,0.000231,7.4e-05
5624,7.1e-05,7.6e-05,0.000234,8e-05
5625,7.1e-05,7.6e-05,0.000236,7.5e-05
5626,7.1e-05,7.5e-05,0.000238,7.5e-05
5627,7.1e-05,7.6e-05,0.000233,7.5e-05
5628,7.6e-05,7.5e-05,0.000232,7.5e-05
5629,7.1e-05,8.2e-05,0.000234,7.5e-05
5630,7.1e-05,7.6e-05,0.000237,7.5e-05
5631,7.1e-05,7.6e-05,0.000238,7.5e-05
5632,7e-05,7.5e-05,0.000239,7.5e-05
5633,7.1e-05,7.9e-05,0.000231,7.5e-05
5634,7.1e-05,7.6e-05,0.000234,7.6e-05
5635,7.1e-05,7.5e-05,0.00024,7.5e-05
5636,7.1e-05,7.5e-05,0.000236,7.5e-05
5637,7e-05,7.6e-05,0.000227,7.4e-05
5638,7.6e-05,7.6e-05,0.000235,7.5e-05
5639,7.1e-05,8e-05,0.000235,7.5e-05
5640,7.1e-05,7.5e-05,0.000235,7.4e-05
5641,7.1e-05,7.5e-05,0.000234,7.5e-05
5642,7.1e-05,7.6e-05,0.000241,7.9e-05
5643,7.1e-05,7.6e-05,0.000236,8e-05
5644,7e-05,7.5e-05,0.000238,7.6e-05
5645,7.1e-05,7.5e-05,0.000228,7.5e-05
5646,7.1e-05,7.6e-05,0.000239,7.6e-05
5647,7.1e-05,7.6e-05,0.000236,7.5e-05
5648,7.6e-05,7.6e-05,0.000238,7.5e-05
5649,7.1e-05,7.7e-05,0.000235,7.5e-05
5650,7.3e-05,7.6e-05,0.00024,7.5e-05
5651,7.1e-05,7.6e-05,0.000236,7.6e-05
5652,7.1e-05,7.6e-05,0.000238,8.1e-05
5653,7.1e-05,7.6e-05,0.000234,7.5e-05
5654,7.1e-05,7.6e-05,0.000243,7.5e-05
5655,7.1e-05,7.6e-05,0.000232,7.5e-05
5656,7.1e-05,7.6e-05,0.000234,7.5e-05
5657,7.1e-05,7.6e-05,0.000239,7.5e-05
5658,7.3e-05,8.2e-05,0.000237,7.5e-05
5659,7.1e-05,7.7e-05,0.000236,7.5e-05
5660,7.5e-05,7.6e-05,0.000236,7.5e-05
5661,7.2e-05,7.6e-05,0.00024,7.5e-05
5662,7.1e-05,7.6e-05,0.000235,7.7e-05
5663,7.2e-05,7.6e-05,0.000238,7.5e-05
5664,7.2e-05,7.6e-05,0.000233,7.5e-05
5665,7.1e-05,7.6e-05,0.000241,7.5e-05
5666,7.1e-05,7.6e-05,0.00024,7.6e-05
5667,7.7e-05,7.6e-05,0.00024,7.5e-05
5668,7.1e-05,8.1e-05,0.000242,7.5e-05
5669,7.1e-05,7.6e-05,0.000241,7.5e-05
5670,7.2e-05,7.6e-05,0.000241,7.5e-05
5671,7.2e-05,7.6e-05,0.000238,8e-05
5672,7.1e-05,7.6e-05,0.00024,7.5e-05
5673,7.5e-05,7.6e-05,0.000236,7.5e-05
5674,7.1e-05,7.5e-05,0.000232,7.5e-05
5675,7.1e-05,7.6e-05,0.000231,7.5e-05
5676,7.1e-05,7.6e-05,0.000238,7.5e-05
5677,7.6e-05,7.7e-05,0.000233,7.5e-05
5678,7.1e-05,8e-05,0.000233,7.5e-05
5679,7.1e-05,7.6e-05,0.000238,7.5e-05
5680,7.2e-05,7.6e-05,0.000241,7.5e-05
5681,7.1e-05,7.6e-05,0.000233,7.6e-05
5682,7.2e-05,7.6e-05,0.00024,7.6e-05
5683,7.1e-05,7.6e-05,0.000232,7.5e-05
5684,7.1e-05,7.6e-05,0.00024,7.6e-05
5685,7.1e-05,7.6e-05,0.000231,7.5e-05
5686,7.2e-05,7.6e-05,0.000234,7.6e-05
5687,7.7e-05,7.6e-05,0.000238,7.5e-05
5688,7.2e-05,7.7e-05,0.000236,7.5e-05
5689,7.2e-05,7.6e-05,0.000234,7.5e-05
5690,7.2e-05,7.6e-05,0.00024,8e-05
5691,7.1e-05,7.6e-05,0.000243,7.5e-05
5692,7.1e-05,7.6e-05,0.000237,7.7e-05
5693,7.2e-05,7.6e-05,0.000232,7.5e-05
5694,7.1e-05,7.6e-05,0.000234,7.5e-05
5695,7.1e-05,7.6e-05,0.000238,7.6e-05
5696,7.1e-05,7.6e-05,0.000244,7.5e-05
5697,7.3e-05,8.9e-05,0.000237,7.5e-05
5698,7.2e-05,7.7e-05,0.000234,7.5e-05
5699,7.1e-05,7.6e-05,0.000244,8.1e-05
5700,7.2e-05,7.6e-05,0.000242,7.6e-05
5701,7.2e-05,7.7e-05,0.000239,7.5e-05
5702,7.1e-05,7.6e-05,0.000246,7.5e-05
5703,7.2e-05,7.6e-05,0.000235,7.6e-05
5704,7.1e-05,7.6e-05,0.000243,7.6e-05
5705,7.2e-05,7.7e-05,0.000238,7.8e-05
5706,7.7e-05,7.7e-05,0.000245,7.6e-05
5707,7.1e-05,8.1e-05,0.000238,7.5e-05
5708,7.2e-05,7.6e-05,0.000236,7.5e-05
5709,7.2e-05,7.6e-05,0.000238,7.6e-05
5710,7.1e-05,7.7e-05,0.000246,7.5e-05
5711,7.1e-05,7.7e-05,0.000235,7.6e-05
5712,7.2e-05,7.6e-05,0.000242,7.5e-05
5713,7.2e-05,7.6e-05,0.000238,7.5e-05
5714,7.2e-05,7.7e-05,0.000241,7.6e-05
5715,7.2e-05,7.7e-05,0.000234,7.6e-05
5716,7.7e-05,7.7e-05,0.000241,7.6e-05
5717,7.2e-05,7.8e-05,0.000238,7.6e-05
5718,7.1e-05,7.6e-05,0.000236,8.1e-05
5719,7.3e-05,7.6e-05,0.000234,7.5e-05
5720,7.1e-05,7.6e-05,0.000241,7.7e-05
5721,7.2e-05,7.6e-05,0.000243,7.6e-05
5722,7.2e-05,7.6e-05,0.000242,7.5e-05
5723,7.1e-05,7.6e-05,0.000238,7.6e-05
5724,7.5e-05,7.7e-05,0.000237,7.5e-05
5725,7.2e-05,7.6e-05,0.00024,7.7e-05
5726,7.4e-05,8.2e-05,0.000241,7.6e-05
5727,7.2e-05,7.7e-05,0.000233,8.1e-05
5728,7.2e-05,7.7e-05,0.000242,7.6e-05
5729,7.2e-05,7.7e-05,0.000239,7.7e-05
5730,7.2e-05,7.6e-05,0.000241,7.5e-05
5731,7.2e-05,7.7e-05,0.00024,7.6e-05
5732,7.2e-05,7.7e-05,0.000245,7.5e-05
5733,7.2e-05,7.7e-05,0.000243,7.6e-05
5734,7.2e-05,7.7e-05,0.000236,7.6e-05
5735,7.7e-05,7.6e-05,0.000243,7.5e-05
5736,7.2e-05,8.1e-05,0.000251,8.1e-05
5737,7.3e-05,7.6e-05,0.000239,7.8e-05
5738,7.2e-05,7.6e-05,0.000241,7.6e-05
5739,7.1e-05,7.7e-05,0.000246,7.6e-05
5740,7.2e-05,7.7e-05,0.000245,7.6e-05
5741,7.2e-05,7.7e-05,0.000236,7.6e-05
5742,7.2e-05,7.7e-05,0.000243,7.5e-05
5743,7.2e-05,7.7e-05,0.000243,7.5e-05
5744,7.2e-05,7.7e-05,0.000239,7.6e-05
5745,7.7e-05,8.1e-05,0.000239,7.6e-05
5746,7.1e-05,7.8e-05,0.000242,7.8e-05
5747,7.2e-05,7.7e-05,0.00024,7.6e-05
5748,7.2e-05,7.7e-05,0.000238,7.6e-05
5749,7.2e-05,7.7e-05,0.000241,7.6e-05
5750,7.2e-05,7.7e-05,0.000243,7.6e-05
5751,7.3e-05,7.7e-05,0.000244,7.5e-05
5752,7.2e-05,7.7e-05,0.000245,7.6e-05
5753,7.2e-05,7.6e-05,0.00024,7.6e-05
5754,7.6e-05,7.7e-05,0.000247,7.6e-05
5755,7.3e-05,8.3e-05,0.000244,8.1e-05
5756,7.2e-05,7.7e-05,0.000246,7.6e-05
5757,7.3e-05,7.7e-05,0.000236,7.7e-05
5758,7.3e-05,7.7e-05,0.000249,7.6e-05
5759,7.2e-05,7.7e-05,0.000243,7.5e-05
5760,7.2e-05,8e-05,0.000239,7.6e-05
5761,7.2e-05,7.7e-05,0.000235,7.7e-05
5762,7.2e-05,7.7e-05,0.000242,7.6e-05
5763,7.3e-05,7.7e-05,0.000236,7.6e-05
5764,8e-05,7.7e-05,0.000245,8.1e-05
5765,7.2e-05,7.8e-05,0.000246,7.6e-05
5766,7.2e-05,7.7e-05,0.00024,7.6e-05
5767,7.2e-05,7.7e-05,0.000241,7.6e-05
5768,7.3e-05,7.7e-05,0.000245,7.6e-05
5769,7.3e-05,7.7e-05,0.000246,8e-05
5770,7.2e-05,7.7e-05,0.000242,7.7e-05
5771,7.2e-05,7.7e-05,0.000242,7.6e-05
5772,7.2e-05,7.7e-05,0.000244,7.6e-05
5773,7.3e-05,7.7e-05,0.000237,7.6e-05
5774,7.4e-05,8.4e-05,0.000243,7.7e-05
5775,7.2e-05,7.7e-05,0.000244,7.7e-05
5776,7.2e-05,7.7e-05,0.00025,7.6e-05
5777,7.2e-05,7.7e-05,0.000243,7.6e-05
5778,7.3e-05,7.7e-05,0.000237,7.6e-05
5779,7.3e-05,7.7e-05,0.00024,7.7e-05
5780,7.2e-05,7.7e-05,0.000251,7.6e-05
5781,7.2e-05,7.8e-05,0.000242,7.6e-05
5782,7.3e-05,7.7e-05,0.000238,7.7e-05
5783,7.8e-05,7.7e-05,0.000239,8.1e-05
5784,7.3e-05,8.3e-05,0.000242,7.6e-05
5785,7.3e-05,7.7e-05,0.000236,7.8e-05
5786,7.2e-05,7.7e-05,0.000239,7.6e-05
5787,7.2e-05,7.7e-05,0.000247,7.7e-05
5788,7.6e-05,7.7e-05,0.000247,7.6e-05
5789,7.3e-05,7.7e-05,0.000243,7.6e-05
5790,7.3e-05,7.7e-05,0.000246,7.6e-05
5791,7.2e-05,7.7e-05,0.000246,7.6e-05
5792,7.3e-05,7.7e-05,0.000248,8.3e-05
5793,7.5e-05,8.4e-05,0.000244,7.7e-05
5794,7.3e-05,7.7e-05,0.000252,7.6e-05
5795,7.3e-05,7.7e-05,0.000247,7.7e-05
5796,7.2e-05,7.8e-05,0.000248,7.6e-05
5797,7.3e-05,7.8e-05,0.000248,7.6e-05
5798,7.3e-05,7.8e-05,0.000252,7.6e-05
5799,7.3e-05,7.7e-05,0.000246,7.6e-05
5800,7.3e-05,7.7e-05,0.000248,7.7e-05
5801,7.3e-05,7.7e-05,0.000243,8.1e-05
5802,7.8e-05,7.8e-05,0.000245,7.7e-05
5803,7.3e-05,8.3e-05,0.000238,7.7e-05
5804,7.3e-05,7.8e-05,0.000241,7.6e-05
