n,plus,multi,square
2659,4.2e-05,4.2e-05,9.6e-05
2660,4.2e-05,4.3e-05,9.7e-05
2661,4.1e-05,4.2e-05,9.5e-05
2662,4.2e-05,4.3e-05,9.6e-05
2663,4.2e-05,4.2e-05,9.6e-05
2664,4.5e-05,4.2e-05,0.000103
2665,4.2e-05,4.2e-05,9.4e-05
2666,4.2e-05,5.4e-05,9.5e-05
2667,5.7e-05,4.3e-05,9.6e-05
2668,4.3e-05,4.3e-05,9.7e-05
2669,4.2e-05,4.3e-05,9.5e-05
2670,4.4e-05,4.3e-05,9.7e-05
2671,7.9e-05,4.3e-05,9.7e-05
2672,7.7e-05,4.3e-05,9.9e-05
2673,7.7e-05,4.3e-05,0.000105
2674,7.4e-05,4.3e-05,9.9e-05
2675,8.2e-05,4.2e-05,9.6e-05
2676,7.8e-05,4.2e-05,9.7e-05
2677,8.6e-05,4.2e-05,9.7e-05
2678,9.5e-05,4.2e-05,9.8e-05
2679,7.4e-05,4.2e-05,9.7e-05
2680,8.1e-05,4.2e-05,9.9e-05
2681,8.2e-05,4.2e-05,9.6e-05
2682,7.8e-05,4.2e-05,0.000109
2683,8.7e-05,4.2e-05,9.7e-05
2684,4.7e-05,4.6e-05,9.8e-05
2685,4.7e-05,4.3e-05,9.6e-05
2686,4.2e-05,4.2e-05,9.8e-05
2687,4.2e-05,4.3e-05,9.7e-05
2688,4.3e-05,4.3e-05,9.8e-05
2689,4.2e-05,4.2e-05,9.7e-05
2690,4.9e-05,4.2e-05,0.000108
2691,4.3e-05,4.2e-05,9.8e-05
2692,4.2e-05,4.2e-05,9.8e-05
2693,4.2e-05,4.3e-05,9.7e-05
2694,4.2e-05,4.3e-05,9.8e-05
2695,4.2e-05,4.3e-05,9.8e-05
2696,4.2e-05,4.2e-05,9.9e-05
2697,4.3e-05,4.2e-05,9.6e-05
2698,4.2e-05,4.2e-05,9.9e-05
2699,4.2e-05,4.2e-05,0.000108
2700,4.2e-05,4.3e-05,9.7e-05
2701,4.2e-05,4.9e-05,9.7e-05
2702,4.2e-05,4.2e-05,9.8e-05
2703,4.2e-05,4.2e-05,9.7e-05
2704,4.2e-05,4.2e-05,9.8e-05
2705,4.2e-05,4.2e-05,9.7e-05
2706,4.2e-05,4.3e-05,9.8e-05
2707,4.2e-05,4.2e-05,9.6e-05
2708,4.4e-05,4.3e-05,9.9e-05
2709,4.2e-05,4.3e-05,9.6e-05
2710,4.3e-05,4.3e-05,9.8e-05
2711,4.2e-05,4.2e-05,9.7e-05
2712,4.2e-05,4.2e-05,9.8e-05
2713,4.2e-05,4.2e-05,9.7e-05
2714,4.2e-05,4.3e-05,9.8e-05
2715,4.2e-05,4.2e-05,9.9e-05
2716,4.2e-05,4.2e-05,0.000107
2717,4.2e-05,4.2e-05,9.9e-05
2718,4.2e-05,4.8e-05,9.9e-05
2719,4.3e-05,4.3e-05,9.9e-05
2720,4.2e-05,4.2e-05,0.0001
2721,4.3e-05,4.2e-05,9.8e-05
2722,4.2e-05,4.3e-05,9.8e-05
2723,4.2e-05,4.3e-05,9.7e-05
2724,4.2e-05,4.3e-05,0.0001
2725,4.9e-05,4.2e-05,9.9e-05
2726,4.3e-05,4.3e-05,9.9e-05
2727,4.2e-05,4.3e-05,0.0001
2728,4.7e-05,4.3e-05,0.000101
2729,4.4e-05,4.3e-05,9.9e-05
2730,4.9e-05,4.3e-05,0.0001
2731,4.3e-05,4.3e-05,9.9e-05
2732,4.2e-05,4.3e-05,0.0001
2733,4.2e-05,4.4e-05,0.000105
2734,4.2e-05,4.3e-05,0.000101
2735,4.2e-05,4.3e-05,9.9e-05
2736,4.2e-05,4.5e-05,0.0001
2737,4.2e-05,4.4e-05,9.9e-05
2738,4.3e-05,4.4e-05,0.0001
2739,4.2e-05,4.4e-05,9.9e-05
2740,4.2e-05,4.3e-05,0.000101
2741,4.3e-05,4.3e-05,0.0001
2742,4.3e-05,4.3e-05,0.000101
2743,4.4e-05,4.4e-05,9.9e-05
2744,4.3e-05,4.4e-05,0.000101
2745,4.2e-05,4.3e-05,0.0001
2746,4.2e-05,4.3e-05,0.000101
2747,4.3e-05,4.3e-05,0.0001
2748,4.3e-05,4.3e-05,0.000106
2749,4.3e-05,4.4e-05,0.000101
2750,4.3e-05,4.4e-05,0.000109
2751,4.3e-05,4.4e-05,9.9e-05
2752,4.3e-05,4.4e-05,0.000101
2753,4.3e-05,5e-05,9.9e-05
2754,4.3e-05,4.3e-05,9.9e-05
2755,4.2e-05,4.4e-05,9.9e-05
2756,4.3e-05,4.4e-05,0.0001
2757,4.3e-05,4.4e-05,9.9e-05
2758,4.3e-05,4.4e-05,0.000105
2759,4.2e-05,4.3e-05,0.000101
2760,5.9e-05,4.3e-05,0.000101
2761,4.2e-05,4.3e-05,0.0001
2762,4.3e-05,4.4e-05,0.000101
2763,4.3e-05,4.4e-05,0.000101
2764,4.2e-05,4.3e-05,0.000102
2765,4.3e-05,4.3e-05,0.000101
2766,4.3e-05,4.3e-05,0.0001
2767,4.3e-05,4.4e-05,0.000106
2768,4.3e-05,4.4e-05,0.000102
2769,4.3e-05,4.3e-05,9.9e-05
2770,4.2e-05,4.5e-05,0.000102
2771,4.3e-05,4.4e-05,0.0001
2772,4.3e-05,4.4e-05,0.000101
2773,4.3e-05,4.3e-05,9.9e-05
2774,4.3e-05,4.4e-05,0.000101
2775,4.2e-05,4.4e-05,0.000106
2776,4.3e-05,4.3e-05,0.000104
2777,4.8e-05,4.3e-05,0.0001
2778,4.3e-05,4.4e-05,0.000101
2779,4.3e-05,4.3e-05,0.0001
2780,4.4e-05,4.4e-05,0.000103
2781,4.3e-05,4.4e-05,0.000101
2782,4.3e-05,4.3e-05,0.000103
2783,4.3e-05,4.4e-05,0.000101
2784,4.3e-05,4.4e-05,0.000105
2785,4.3e-05,4.4e-05,0.000101
2786,4.3e-05,4.4e-05,0.000102
2787,4.3e-05,4.5e-05,0.000101
2788,4.3e-05,4.3e-05,0.000102
2789,4.3e-05,4.4e-05,0.0001
2790,4.3e-05,4.4e-05,0.000102
2791,4.3e-05,4.5e-05,0.0001
2792,4.7e-05,4.4e-05,0.00012
2793,4.5e-05,4.4e-05,0.000102
2794,4.9e-05,4.4e-05,0.000104
2795,4.4e-05,4.4e-05,0.000103
2796,4.3e-05,4.4e-05,0.000104
2797,4.4e-05,4.4e-05,0.000102
2798,4.4e-05,4.4e-05,0.000103
2799,4.3e-05,4.4e-05,0.000102
2800,4.4e-05,4.4e-05,0.000109
2801,4.3e-05,4.4e-05,0.0001
2802,4.3e-05,4.5e-05,9.9e-05
2803,4.3e-05,4.9e-05,0.0001
2804,4.3e-05,4.5e-05,0.000102
2805,4.4e-05,4.3e-05,9.9e-05
2806,4.3e-05,4.4e-05,9.9e-05
2807,4.3e-05,4.4e-05,0.0001
2808,4.3e-05,4.4e-05,0.000104
2809,4.3e-05,4.4e-05,0.0001
2810,4.3e-05,4.4e-05,0.0001
2811,5e-05,4.3e-05,0.0001
2812,4.4e-05,4.4e-05,0.000101
2813,4.3e-05,4.4e-05,0.0001
2814,4.3e-05,4.4e-05,0.0001
2815,4.3e-05,4.4e-05,0.0001
2816,4.3e-05,4.4e-05,0.000102
2817,4.3e-05,4.4e-05,0.000104
2818,4.4e-05,4.4e-05,9.8e-05
2819,4.4e-05,4.4e-05,9.8e-05
2820,4.4e-05,5.4e-05,0.000101
2821,4.4e-05,4.5e-05,0.0001
2822,4.4e-05,4.4e-05,0.000102
2823,4.4e-05,4.5e-05,0.000101
2824,4.4e-05,4.4e-05,0.0001
2825,4.4e-05,4.4e-05,0.000104
2826,4.4e-05,4.4e-05,0.000102
2827,4.3e-05,4.4e-05,0.000101
2828,5e-05,4.5e-05,0.000101
2829,4.5e-05,4.4e-05,0.000101
2830,4.3e-05,4.5e-05,0.000101
2831,4.3e-05,4.4e-05,0.0001
2832,4.3e-05,4.4e-05,0.000102
2833,4.4e-05,4.4e-05,9.7e-05
2834,4.4e-05,4.5e-05,0.000116
2835,4.3e-05,4.4e-05,0.000101
2836,4.3e-05,4.4e-05,0.000102
2837,4.3e-05,5.1e-05,9.8e-05
2838,4.4e-05,4.5e-05,0.0001
2839,4.4e-05,4.5e-05,9.8e-05
2840,4.3e-05,4.4e-05,0.000102
2841,4.4e-05,4.5e-05,0.0001
2842,4.4e-05,4.4e-05,0.000111
2843,4.3e-05,4.4e-05,0.000103
2844,4.4e-05,4.5e-05,0.00013
2845,4.9e-05,4.4e-05,0.000123
2846,4.5e-05,4.5e-05,0.000126
2847,4.4e-05,4.4e-05,0.000126
2848,4.4e-05,4.5e-05,0.000191
2849,4.3e-05,4.4e-05,0.000181
2850,4.4e-05,4.4e-05,0.000188
2851,4.4e-05,4.4e-05,0.00016
2852,4.4e-05,4.5e-05,0.000118
2853,4.3e-05,4.5e-05,0.000118
2854,4.4e-05,4.6e-05,0.000123
2855,4.7e-05,4.4e-05,0.000115
2856,4.4e-05,4.5e-05,0.000118
2857,4.4e-05,4.4e-05,0.000116
2858,4.3e-05,4.5e-05,0.000118
2859,4.4e-05,4.4e-05,0.000116
2860,4.3e-05,4.5e-05,0.000117
2861,4.4e-05,4.5e-05,0.000122
2862,5e-05,4.5e-05,0.000118
2863,4.5e-05,4.4e-05,0.000112
2864,4.4e-05,4.5e-05,0.000115
2865,4.3e-05,4.4e-05,0.000114
2866,4.4e-05,4.4e-05,0.000116
2867,4.4e-05,4.5e-05,0.000114
2868,4.4e-05,4.4e-05,0.000117
2869,4.4e-05,4.5e-05,0.000126
2870,4.3e-05,5e-05,0.000106
2871,4.4e-05,4.6e-05,0.000101
2872,4.4e-05,4.4e-05,0.000118
2873,4.4e-05,4.4e-05,0.000115
2874,4.4e-05,4.5e-05,0.000117
2875,4.4e-05,4.5e-05,0.000115
2876,4.4e-05,4.5e-05,0.000121
2877,4.4e-05,4.5e-05,0.000116
2878,4.5e-05,4.4e-05,0.000117
2879,5e-05,4.5e-05,0.000117
2880,4.5e-05,4.5e-05,0.000117
2881,4.4e-05,4.5e-05,0.000114
2882,4.4e-05,4.5e-05,0.000115
2883,4.4e-05,4.4e-05,0.000116
2884,4.4e-05,4.4e-05,0.00012
2885,4.4e-05,4.4e-05,0.000117
2886,4.8e-05,4.5e-05,0.000125
2887,4.5e-05,5e-05,0.000117
2888,4.4e-05,4.5e-05,0.000119
2889,4.4e-05,4.4e-05,0.000115
2890,4.4e-05,4.5e-05,0.000117
2891,4.4e-05,4.5e-05,0.000123
2892,4.4e-05,4.4e-05,0.000121
2893,4.3e-05,4.4e-05,0.000116
2894,4.4e-05,4.5e-05,0.000117
2895,4.5e-05,4.5e-05,0.000117
2896,5.1e-05,4.5e-05,0.000118
2897,4.5e-05,4.5e-05,0.000118
2898,4.4e-05,4.5e-05,0.000124
2899,4.4e-05,4.5e-05,0.00011
2900,4.4e-05,4.5e-05,0.000113
2901,4.4e-05,4.5e-05,0.00011
2902,4.4e-05,4.5e-05,0.000108
2903,4.4e-05,5.1e-05,0.000113
2904,4.4e-05,4.5e-05,0.000111
2905,4.4e-05,4.5e-05,0.000115
2906,4.5e-05,4.6e-05,0.000111
2907,4.4e-05,4.5e-05,0.000107
2908,4.4e-05,4.5e-05,0.00011
2909,4.4e-05,4.6e-05,0.000111
2910,4.4e-05,4.5e-05,0.000108
2911,4.4e-05,4.6e-05,0.000108
2912,4.5e-05,4.5e-05,0.000108
2913,4.9e-05,4.5e-05,0.000119
2914,4.4e-05,4.5e-05,0.000113
2915,4.5e-05,4.6e-05,0.000109
2916,4.4e-05,4.5e-05,0.000112
2917,4.4e-05,4.5e-05,0.000112
2918,4.5e-05,4.5e-05,0.000111
2919,4.7e-05,4.5e-05,0.000111
2920,4.5e-05,5e-05,0.000111
2921,4.5e-05,4.6e-05,0.000115
2922,4.4e-05,4.5e-05,0.000112
2923,4.4e-05,4.5e-05,0.000108
2924,4.4e-05,4.6e-05,0.000113
2925,4.4e-05,4.5e-05,0.000106
2926,4.4e-05,4.6e-05,0.000108
2927,4.5e-05,4.5e-05,0.000111
2928,4.4e-05,4.6e-05,0.000118
2929,4.5e-05,4.5e-05,0.000113
2930,4.6e-05,4.6e-05,0.000114
2931,4.5e-05,4.5e-05,0.000109
2932,4.5e-05,4.5e-05,0.000111
2933,4.4e-05,4.5e-05,0.000112
2934,4.5e-05,4.5e-05,0.000115
2935,4.4e-05,4.5e-05,0.000109
2936,4.5e-05,5.1e-05,0.000117
2937,4.4e-05,4.5e-05,0.000112
2938,4.5e-05,4.5e-05,0.000109
2939,4.4e-05,4.5e-05,0.000111
2940,4.4e-05,4.5e-05,0.00011
2941,4.4e-05,4.6e-05,0.000113
2942,4.5e-05,4.6e-05,0.000111
2943,4.5e-05,4.6e-05,0.000115
2944,4.4e-05,4.6e-05,0.000116
2945,4.5e-05,4.6e-05,0.000107
2946,5e-05,4.6e-05,0.000113
2947,4.5e-05,4.5e-05,0.000111
2948,4.5e-05,4.6e-05,0.000111
2949,4.5e-05,4.6e-05,0.00011
2950,4.5e-05,4.6e-05,0.00011
2951,4.4e-05,4.6e-05,0.000117
2952,4.4e-05,4.6e-05,0.000113
2953,4.4e-05,4.7e-05,0.000109
2954,4.4e-05,4.6e-05,0.000115
2955,4.5e-05,4.6e-05,0.000114
2956,4.5e-05,4.5e-05,0.00011
2957,4.5e-05,4.6e-05,0.00011
2958,4.4e-05,4.6e-05,0.000122
2959,4.5e-05,4.6e-05,0.000116
2960,4.5e-05,4.6e-05,0.000114
2961,4.4e-05,4.6e-05,0.000115
2962,4.4e-05,4.6e-05,0.000114
2963,5.8e-05,4.6e-05,0.000112
2964,4.5e-05,4.6e-05,0.000111
2965,4.5e-05,4.5e-05,0.000113
2966,4.4e-05,4.5e-05,0.000114
2967,4.5e-05,4.5e-05,0.000111
2968,4.5e-05,4.6e-05,0.000116
2969,4.5e-05,5.2e-05,0.000111
2970,4.5e-05,4.7e-05,0.000112
2971,4.4e-05,4.6e-05,0.000114
2972,4.4e-05,4.6e-05,0.000111
2973,4.5e-05,4.5e-05,0.000117
2974,4.5e-05,4.5e-05,0.000113
2975,4.5e-05,4.6e-05,0.000114
2976,4.5e-05,4.6e-05,0.000112
2977,4.5e-05,4.5e-05,0.000114
2978,4.5e-05,4.6e-05,0.000115
2979,5.1e-05,4.6e-05,0.000109
2980,4.5e-05,4.6e-05,0.000114
2981,4.5e-05,4.6e-05,0.000116
2982,4.5e-05,4.6e-05,0.000112
2983,4.8e-05,4.5e-05,0.000112
2984,4.6e-05,4.6e-05,0.000117
2985,4.5e-05,5.2e-05,0.000109
2986,4.5e-05,4.6e-05,0.000116
2987,4.5e-05,4.6e-05,0.000111
2988,4.5e-05,4.6e-05,0.00012
2989,4.5e-05,4.6e-05,0.000112
2990,4.5e-05,4.6e-05,0.000115
2991,4.5e-05,4.6e-05,0.00011
2992,4.5e-05,4.6e-05,0.000113
2993,4.5e-05,4.6e-05,0.000114
2994,4.5e-05,4.6e-05,0.000114
2995,4.6e-05,4.7e-05,0.000118
2996,4.7e-05,4.6e-05,0.000113
2997,4.6e-05,4.6e-05,0.000114
2998,4.5e-05,4.6e-05,0.000114
2999,4.5e-05,4.6e-05,0.000113
3000,4.6e-05,4.6e-05,0.000116
3001,4.5e-05,5.2e-05,0.00011
3002,4.5e-05,4.6e-05,0.000114
3003,4.5e-05,4.6e-05,0.000116
3004,4.5e-05,4.6e-05,0.000114
3005,4.6e-05,4.6e-05,0.000111
3006,4.5e-05,4.6e-05,0.000111
3007,4.5e-05,4.6e-05,0.000109
3008,4.6e-05,4.6e-05,0.000111
3009,4.5e-05,4.6e-05,0.000108
3010,4.5e-05,4.6e-05,0.000116
3011,4.5e-05,4.6e-05,0.000112
3012,5.1e-05,4.6e-05,0.000113
3013,4.5e-05,4.7e-05,0.00011
3014,4.5e-05,4.6e-05,0.000111
3015,4.5e-05,4.6e-05,0.000114
3016,4.5e-05,4.6e-05,0.000114
3017,4.6e-05,5.2e-05,0.00011
3018,4.6e-05,4.6e-05,0.000118
3019,4.5e-05,4.6e-05,0.000111
3020,4.5e-05,4.6e-05,0.000112
3021,4.5e-05,4.6e-05,0.000111
3022,4.5e-05,4.6e-05,0.000113
3023,4.6e-05,4.6e-05,0.000112
3024,4.6e-05,4.6e-05,0.000112
3025,4.5e-05,4.6e-05,0.000111
3026,4.5e-05,4.6e-05,0.000113
3027,4.5e-05,4.6e-05,0.000111
3028,5.1e-05,4.6e-05,0.000114
3029,4.6e-05,4.6e-05,0.000111
3030,4.5e-05,4.6e-05,0.000113
3031,4.6e-05,4.6e-05,0.000112
3032,4.6e-05,4.6e-05,0.000113
3033,4.5e-05,5.2e-05,0.000116
3034,4.6e-05,4.7e-05,0.000113
3035,4.6e-05,4.7e-05,0.000113
3036,4.6e-05,4.7e-05,0.000112
3037,4.6e-05,4.7e-05,0.000114
3038,4.5e-05,4.6e-05,0.000113
3039,4.5e-05,4.6e-05,0.000112
3040,4.5e-05,4.7e-05,0.000115
3041,4.6e-05,4.6e-05,0.000112
3042,4.6e-05,4.7e-05,0.000114
3043,4.6e-05,4.6e-05,0.000113
3044,4.6e-05,4.7e-05,0.000116
3045,4.7e-05,4.7e-05,0.000113
3046,4.6e-05,4.6e-05,0.000114
3047,5.3e-05,4.6e-05,0.000113
3048,4.7e-05,4.6e-05,0.00012
3049,4.5e-05,5.2e-05,0.000113
3050,4.6e-05,4.7e-05,0.000113
3051,4.6e-05,4.7e-05,0.000114
3052,4.6e-05,4.6e-05,0.000114
3053,4.6e-05,4.6e-05,0.000111
3054,4.6e-05,4.7e-05,0.000113
3055,4.6e-05,4.6e-05,0.000114
3056,4.6e-05,4.6e-05,0.000117
3057,4.6e-05,4.7e-05,0.000115
3058,4.6e-05,4.6e-05,0.000116
3059,4.6e-05,4.6e-05,0.000116
3060,4.6e-05,4.7e-05,0.000116
3061,4.7e-05,4.6e-05,0.000114
3062,4.6e-05,4.7e-05,0.000116
3063,4.6e-05,4.6e-05,0.00013
3064,4.6e-05,4.6e-05,0.000116
3065,4.5e-05,5.3e-05,0.000112
3066,4.6e-05,4.7e-05,0.000115
3067,4.6e-05,4.6e-05,0.000115
3068,4.5e-05,4.7e-05,0.000117
3069,4.6e-05,4.6e-05,0.000114
3070,4.5e-05,4.7e-05,0.00012
3071,4.6e-05,4.7e-05,0.000116
3072,4.6e-05,4.6e-05,0.000116
3073,4.6e-05,4.7e-05,0.000113
3074,4.6e-05,4.6e-05,0.000116
3075,4.6e-05,4.7e-05,0.000114
3076,4.6e-05,4.6e-05,0.000116
3077,5.4e-05,4.7e-05,0.000114
3078,4.6e-05,4.7e-05,0.000114
3079,4.6e-05,4.7e-05,0.000114
3080,4.6e-05,5.1e-05,0.000115
3081,4.6e-05,8.8e-05,0.000113
3082,4.6e-05,8.4e-05,0.000116
3083,4.6e-05,8.2e-05,0.000112
3084,4.6e-05,8.3e-05,0.000114
3085,4.6e-05,8.2e-05,0.000121
3086,4.6e-05,8.4e-05,0.000115
3087,4.7e-05,8.6e-05,0.000113
3088,4.6e-05,8.5e-05,0.000115
3089,4.6e-05,8.3e-05,0.000112
3090,4.7e-05,0.000102,0.000114
3091,4.6e-05,8.3e-05,0.000112
3092,4.6e-05,4.8e-05,0.000122
3093,5.1e-05,4.7e-05,0.000114
3094,4.7e-05,4.7e-05,0.000116
3095,4.6e-05,4.7e-05,0.000115
3096,4.6e-05,4.7e-05,0.000117
3097,4.6e-05,4.7e-05,0.000113
3098,4.7e-05,4.7e-05,0.000117
3099,4.7e-05,4.7e-05,0.000114
3100,4.6e-05,4.7e-05,0.000122
3101,4.6e-05,4.7e-05,0.000189
3102,4.6e-05,4.7e-05,0.000189
3103,4.6e-05,4.7e-05,0.0002
3104,4.6e-05,6e-05,0.000211
3105,4.6e-05,4.8e-05,0.000175
3106,4.6e-05,4.7e-05,0.000122
3107,4.6e-05,4.7e-05,0.000112
3108,4.6e-05,4.7e-05,0.000114
3109,5.1e-05,4.7e-05,0.000111
3110,4.9e-05,4.7e-05,0.000113
3111,4.7e-05,4.7e-05,0.000117
3112,4.6e-05,4.7e-05,0.000115
3113,4.6e-05,4.7e-05,0.000112
3114,4.6e-05,4.7e-05,0.000114
3115,4.7e-05,4.7e-05,0.000111
3116,4.7e-05,4.7e-05,0.000113
3117,4.7e-05,4.7e-05,0.000113
3118,4.6e-05,4.7e-05,0.000114
3119,4.6e-05,4.8e-05,0.00012
3120,4.6e-05,4.8e-05,0.000114
3121,4.6e-05,4.7e-05,0.000113
3122,4.6e-05,4.7e-05,0.000114
3123,4.7e-05,4.7e-05,0.000113
3124,4.6e-05,4.7e-05,0.000113
3125,5.9e-05,4.7e-05,0.000118
3126,4.7e-05,4.7e-05,0.000118
3127,4.7e-05,4.7e-05,0.000116
3128,4.7e-05,4.7e-05,0.000116
3129,4.6e-05,4.8e-05,0.000109
3130,4.6e-05,4.7e-05,0.000114
3131,4.6e-05,4.7e-05,0.000113
3132,4.7e-05,4.7e-05,0.000115
3133,4.7e-05,4.7e-05,0.00011
3134,4.6e-05,4.7e-05,0.000115
3135,4.6e-05,5.3e-05,0.000114
3136,4.7e-05,4.8e-05,0.000115
3137,4.7e-05,4.8e-05,0.000111
3138,4.6e-05,4.7e-05,0.000113
3139,4.7e-05,4.7e-05,0.000112
3140,4.7e-05,4.6e-05,0.000114
3141,4.8e-05,4.7e-05,0.000119
3142,4.7e-05,4.6e-05,0.000115
3143,4.7e-05,4.7e-05,0.000115
3144,4.6e-05,4.7e-05,0.000115
3145,4.7e-05,4.7e-05,0.000113
3146,4.6e-05,4.7e-05,0.000115
3147,4.7e-05,4.7e-05,0.000113
3148,4.6e-05,4.7e-05,0.000119
3149,4.7e-05,4.7e-05,0.000115
3150,4.7e-05,4.6e-05,0.000115
3151,4.6e-05,5.2e-05,0.000114
3152,4.7e-05,4.8e-05,0.000116
3153,4.7e-05,4.7e-05,0.000112
3154,4.6e-05,4.7e-05,0.000114
3155,4.7e-05,4.7e-05,0.000115
3156,4.6e-05,4.7e-05,0.000124
3157,4.8e-05,4.7e-05,0.000119
3158,4.7e-05,4.7e-05,0.000116
3159,4.6e-05,4.7e-05,0.000117
3160,4.7e-05,4.8e-05,0.000119
3161,4.7e-05,4.8e-05,0.000113
3162,4.7e-05,4.8e-05,0.000115
3163,4.6e-05,4.8e-05,0.000118
3164,4.7e-05,4.7e-05,0.000115
3165,4.6e-05,4.7e-05,0.000112
3166,4.7e-05,4.7e-05,0.000119
3167,4.7e-05,4.9e-05,0.000114
3168,4.7e-05,4.8e-05,0.000121
3169,4.7e-05,4.7e-05,0.000117
3170,4.7e-05,4.7e-05,0.000126
3171,4.7e-05,4.7e-05,0.000118
3172,5.2e-05,4.7e-05,0.000118
3173,4.8e-05,4.7e-05,0.000115
3174,6.1e-05,4.7e-05,0.000115
3175,4.8e-05,4.7e-05,0.000114
3176,4.7e-05,4.8e-05,0.000115
3177,4.6e-05,4.8e-05,0.000119
3178,4.7e-05,4.8e-05,0.000117
3179,4.7e-05,4.7e-05,0.000119
3180,4.7e-05,4.8e-05,0.000115
3181,4.7e-05,4.8e-05,0.000115
3182,4.7e-05,5.3e-05,0.000117
3183,4.7e-05,4.8e-05,0.000116
3184,4.7e-05,4.8e-05,0.000115
3185,4.7e-05,4.8e-05,0.000122
3186,4.7e-05,4.8e-05,0.000117
3187,4.7e-05,4.8e-05,0.000115
3188,5.3e-05,4.8e-05,0.000117
3189,4.7e-05,4.8e-05,0.000118
3190,4.7e-05,4.8e-05,0.000118
3191,4.8e-05,4.9e-05,0.000119
3192,4.7e-05,4.9e-05,0.000126
3193,4.7e-05,4.8e-05,0.000115
3194,4.7e-05,4.8e-05,0.00012
3195,4.7e-05,4.8e-05,0.000118
3196,4.7e-05,4.8e-05,0.000118
3197,4.8e-05,4.8e-05,0.000119
3198,4.7e-05,4.9e-05,0.000119
3199,4.7e-05,4.8e-05,0.000127
3200,4.8e-05,4.8e-05,0.000122
3201,4.7e-05,4.8e-05,0.000117
3202,4.7e-05,4.8e-05,0.00012
3203,4.7e-05,4.8e-05,0.000117
3204,4.9e-05,4.8e-05,0.000118
3205,4.7e-05,4.8e-05,0.000119
3206,4.8e-05,4.8e-05,0.000122
3207,4.7e-05,4.8e-05,0.00012
3208,4.7e-05,4.8e-05,0.000119
3209,4.7e-05,4.8e-05,0.000116
3210,4.8e-05,4.8e-05,0.00012
3211,4.7e-05,4.9e-05,0.000121
3212,4.8e-05,4.8e-05,0.000118
3213,4.7e-05,5.3e-05,0.000122
3214,4.7e-05,4.8e-05,0.000118
3215,4.7e-05,4.8e-05,0.000116
3216,4.7e-05,4.8e-05,0.000119
3217,4.8e-05,4.8e-05,0.000114
3218,4.7e-05,4.8e-05,0.000116
3219,5.4e-05,4.8e-05,0.000118
3220,4.8e-05,4.8e-05,0.000126
3221,4.7e-05,4.8e-05,0.000117
3222,4.7e-05,4.8e-05,0.000116
3223,4.7e-05,4.9e-05,0.000118
3224,4.7e-05,4.8e-05,0.000116
3225,4.8e-05,4.8e-05,0.000115
3226,4.7e-05,4.9e-05,0.000117
3227,4.8e-05,4.9e-05,0.000114
3228,4.7e-05,5.4e-05,0.000121
3229,4.7e-05,5.1e-05,0.000117
3230,4.8e-05,4.8e-05,0.000116
3231,4.8e-05,4.8e-05,0.000116
3232,4.7e-05,4.8e-05,0.000117
3233,4.8e-05,4.8e-05,0.000116
3234,4.9e-05,4.9e-05,0.000115
3235,9.2e-05,4.9e-05,0.000129
3236,8.6e-05,4.8e-05,0.000119
3237,8.3e-05,4.8e-05,0.000119
3238,9.5e-05,4.8e-05,0.000118
3239,9.1e-05,4.8e-05,0.000118
3240,9e-05,4.9e-05,0.000119
3241,7.9e-05,4.8e-05,0.000115
3242,8.9e-05,4.8e-05,0.000127
3243,9.5e-05,4.8e-05,0.000118
3244,8.6e-05,5e-05,0.000121
3245,0.000136,4.8e-05,0.000116
3246,7.5e-05,4.8e-05,0.000119
3247,5.4e-05,4.8e-05,0.000118
3248,5.3e-05,4.8e-05,0.000119
3249,5.2e-05,4.8e-05,0.000124
3250,6.1e-05,5e-05,0.00013
3251,5.5e-05,4.9e-05,0.00012
3252,5.5e-05,4.9e-05,0.000125
3253,5.3e-05,4.8e-05,0.00012
3254,5.3e-05,4.8e-05,0.000126
3255,5.6e-05,4.8e-05,0.000119
3256,5.4e-05,4.9e-05,0.000127
3257,5.4e-05,4.8e-05,0.00012
3258,5.3e-05,4.8e-05,0.000122
3259,5.3e-05,5.4e-05,0.00012
3260,5.3e-05,4.9e-05,0.000119
3261,5.4e-05,4.9e-05,0.000116
3262,5.2e-05,4.9e-05,0.000119
3263,5.3e-05,4.9e-05,0.000125
3264,5.3e-05,4.8e-05,0.00012
3265,5.3e-05,4.8e-05,0.000117
3266,5.2e-05,4.8e-05,0.000119
3267,5.3e-05,4.8e-05,0.000118
3268,5.3e-05,4.8e-05,0.000118
3269,5.6e-05,4.9e-05,0.000118
3270,5.3e-05,4.9e-05,0.000125
3271,5.2e-05,4.8e-05,0.00012
3272,5.3e-05,4.9e-05,0.00012
3273,5.3e-05,4.9e-05,0.000117
3274,5.2e-05,5.4e-05,0.000118
3275,5.2e-05,4.9e-05,0.000119
3276,5.4e-05,4.9e-05,0.000121
3277,5.3e-05,4.8e-05,0.000123
3278,5.2e-05,4.8e-05,0.000121
3279,5.3e-05,4.9e-05,0.000118
3280,5.4e-05,4.9e-05,0.00012
3281,5.3e-05,4.9e-05,0.000117
3282,5.3e-05,4.8e-05,0.000119
3283,6.4e-05,4.9e-05,0.00012
3284,5.3e-05,4.9e-05,0.000127
3285,5.2e-05,4.9e-05,0.00012
3286,5.2e-05,4.8e-05,0.000121
3287,5.2e-05,4.8e-05,0.00012
