n,plus,multi,minus
2697,4.2e-05,7.3e-05,4.7e-05
2698,4.2e-05,7.1e-05,4.6e-05
2699,4.2e-05,7.3e-05,4.6e-05
2700,4.3e-05,7.7e-05,4.5e-05
2701,4.2e-05,7.2e-05,4.6e-05
2702,4.3e-05,6.9e-05,4.7e-05
2703,5.1e-05,7.3e-05,4.7e-05
2704,4.2e-05,5.8e-05,4.6e-05
2705,4.2e-05,4.3e-05,4.6e-05
2706,4.2e-05,4.3e-05,4.7e-05
2707,4.2e-05,4.2e-05,4.6e-05
2708,4.2e-05,4.2e-05,5.3e-05
2709,4.2e-05,4.3e-05,4.7e-05
2710,4.2e-05,4.2e-05,4.6e-05
2711,4.2e-05,4.2e-05,4.6e-05
2712,4.2e-05,4.2e-05,4.6e-05
2713,4.2e-05,4.2e-05,4.7e-05
2714,4.2e-05,4.3e-05,4.5e-05
2715,4.2e-05,4.3e-05,4.7e-05
2716,4.2e-05,4.3e-05,4.6e-05
2717,4.2e-05,4.2e-05,4.6e-05
2718,4.2e-05,4.2e-05,4.6e-05
2719,4.2e-05,4.2e-05,4.6e-05
2720,4.2e-05,4.2e-05,4.6e-05
2721,4.4e-05,4.2e-05,4.8e-05
2722,4.2e-05,4.2e-05,4.7e-05
2723,4.2e-05,4.2e-05,5.1e-05
2724,4.3e-05,4.2e-05,4.7e-05
2725,4.3e-05,4.3e-05,4.6e-05
2726,4.2e-05,4.3e-05,4.7e-05
2727,4.2e-05,4.3e-05,4.6e-05
2728,4.6e-05,4.3e-05,4.7e-05
2729,4.3e-05,4.2e-05,4.6e-05
2730,4.3e-05,4.2e-05,4.7e-05
2731,4.3e-05,4.2e-05,4.7e-05
2732,4.2e-05,4.8e-05,4.6e-05
2733,4.2e-05,4.2e-05,4.6e-05
2734,4.2e-05,4.3e-05,4.5e-05
2735,4.3e-05,4.2e-05,4.7e-05
2736,4.3e-05,4.2e-05,4.7e-05
2737,4.3e-05,4.3e-05,4.7e-05
2738,5.7e-05,4.3e-05,5.2e-05
2739,4.3e-05,4.3e-05,4.6e-05
2740,4.3e-05,4.2e-05,4.7e-05
2741,4.3e-05,4.2e-05,4.7e-05
2742,4.2e-05,4.3e-05,4.7e-05
2743,4.3e-05,4.2e-05,4.6e-05
2744,4.2e-05,4.3e-05,4.6e-05
2745,4.3e-05,4.3e-05,4.7e-05
2746,4.2e-05,4.2e-05,4.6e-05
2747,4.3e-05,4.2e-05,4.7e-05
2748,4.3e-05,4.3e-05,4.7e-05
2749,4.2e-05,4.9e-05,4.7e-05
2750,4.3e-05,4.3e-05,4.8e-05
2751,4.3e-05,4.3e-05,4.7e-05
2752,4.2e-05,4.3e-05,4.8e-05
2753,4.3e-05,4.3e-05,5.3e-05
2754,4.3e-05,4.2e-05,4.8e-05
2755,4.8e-05,4.3e-05,4.8e-05
2756,4.3e-05,4.3e-05,4.8e-05
2757,4.2e-05,4.2e-05,4.8e-05
2758,4.2e-05,4.2e-05,4.8e-05
2759,4.2e-05,4.3e-05,4.8e-05
2760,4.3e-05,4.3e-05,4.8e-05
2761,4.3e-05,4.2e-05,4.7e-05
2762,4.2e-05,4.2e-05,4.8e-05
2763,4.2e-05,4.3e-05,4.8e-05
2764,4.3e-05,4.3e-05,4.8e-05
2765,4.3e-05,4.3e-05,4.8e-05
2766,4.3e-05,4.3e-05,4.8e-05
2767,4.3e-05,4.4e-05,4.7e-05
2768,4.3e-05,4.3e-05,5e-05
2769,4.2e-05,4.3e-05,4.8e-05
2770,4.3e-05,4.2e-05,4.7e-05
2771,4.3e-05,4.3e-05,4.7e-05
2772,5.1e-05,4.3e-05,4.7e-05
2773,4.3e-05,4.2e-05,4.8e-05
2774,4.3e-05,4.4e-05,4.7e-05
2775,4.3e-05,4.2e-05,4.8e-05
2776,4.2e-05,4.3e-05,4.8e-05
2777,4.3e-05,4.3e-05,4.7e-05
2778,4.3e-05,4.2e-05,4.8e-05
2779,4.3e-05,4.3e-05,4.7e-05
2780,4.3e-05,4.3e-05,4.7e-05
2781,4.3e-05,4.3e-05,4.7e-05
2782,4.3e-05,4.3e-05,5.3e-05
2783,4.3e-05,4.2e-05,4.8e-05
2784,4.3e-05,4.9e-05,4.7e-05
2785,4.3e-05,4.4e-05,4.8e-05
2786,4.3e-05,4.3e-05,4.7e-05
2787,4.3e-05,4.3e-05,4.7e-05
2788,4.3e-05,4.3e-05,4.7e-05
2789,5e-05,4.3e-05,4.8e-05
2790,4.3e-05,4.3e-05,4.7e-05
2791,4.3e-05,4.3e-05,4.7e-05
2792,4.6e-05,4.3e-05,4.8e-05
2793,4.4e-05,4.3e-05,4.8e-05
2794,4.3e-05,4.3e-05,4.8e-05
2795,4.3e-05,4.3e-05,4.7e-05
2796,4.3e-05,4.3e-05,4.7e-05
2797,4.3e-05,4.3e-05,5.3e-05
2798,4.3e-05,4.3e-05,4.8e-05
2799,4.3e-05,4.4e-05,4.8e-05
2800,4.3e-05,4.3e-05,4.7e-05
2801,4.3e-05,4.9e-05,4.8e-05
2802,4.3e-05,4.3e-05,4.7e-05
2803,4.3e-05,4.4e-05,4.8e-05
2804,4.3e-05,4.3e-05,4.8e-05
2805,4.2e-05,4.3e-05,4.8e-05
2806,4.9e-05,4.3e-05,4.7e-05
2807,4.3e-05,4.4e-05,4.7e-05
2808,4.3e-05,4.3e-05,4.7e-05
2809,4.4e-05,4.3e-05,4.8e-05
2810,4.3e-05,4.3e-05,4.8e-05
2811,4.2e-05,4.4e-05,4.7e-05
2812,4.3e-05,4.3e-05,5.4e-05
2813,4.3e-05,4.4e-05,4.7e-05
2814,4.3e-05,4.4e-05,4.7e-05
2815,4.3e-05,4.4e-05,4.8e-05
2816,4.3e-05,4.3e-05,4.8e-05
2817,4.4e-05,4.3e-05,4.7e-05
2818,4.3e-05,4.9e-05,4.8e-05
2819,4.3e-05,4.3e-05,4.8e-05
2820,4.3e-05,4.3e-05,4.7e-05
2821,4.3e-05,4.4e-05,4.8e-05
2822,4.3e-05,4.3e-05,4.8e-05
2823,4.9e-05,4.4e-05,4.7e-05
2824,4.4e-05,4.3e-05,4.7e-05
2825,4.3e-05,4.3e-05,4.8e-05
2826,4.3e-05,4.4e-05,4.7e-05
2827,4.3e-05,4.3e-05,5e-05
2828,4.3e-05,4.4e-05,4.8e-05
2829,4.3e-05,4.3e-05,4.7e-05
2830,4.3e-05,4.4e-05,4.8e-05
2831,4.3e-05,4.3e-05,4.8e-05
2832,4.3e-05,4.3e-05,4.7e-05
2833,4.3e-05,4.3e-05,4.8e-05
2834,4.3e-05,4.3e-05,4.9e-05
2835,4.3e-05,4.9e-05,4.8e-05
2836,4.3e-05,4.4e-05,4.8e-05
2837,4.3e-05,4.3e-05,4.8e-05
2838,4.4e-05,4.3e-05,4.8e-05
2839,4.3e-05,4.4e-05,4.8e-05
2840,4.9e-05,4.4e-05,4.8e-05
2841,4.4e-05,4.4e-05,5.4e-05
2842,4.3e-05,4.3e-05,4.8e-05
2843,4.2e-05,4.3e-05,4.8e-05
2844,4.3e-05,4.3e-05,4.8e-05
2845,4.4e-05,4.4e-05,4.8e-05
2846,4.3e-05,4.4e-05,4.8e-05
2847,4.3e-05,4.4e-05,4.8e-05
2848,4.3e-05,4.4e-05,4.9e-05
2849,4.3e-05,4.4e-05,4.7e-05
2850,4.4e-05,4.3e-05,4.8e-05
2851,4.4e-05,4.4e-05,4.9e-05
2852,4.3e-05,4.9e-05,4.9e-05
2853,4.3e-05,4.4e-05,4.9e-05
2854,4.4e-05,4.3e-05,4.8e-05
2855,4.7e-05,4.3e-05,4.8e-05
2856,4.4e-05,4.4e-05,4.9e-05
2857,4.9e-05,4.4e-05,4.7e-05
2858,4.3e-05,4.4e-05,4.9e-05
2859,4.4e-05,4.3e-05,4.8e-05
2860,4.3e-05,4.3e-05,4.8e-05
2861,4.4e-05,4.3e-05,4.7e-05
2862,4.4e-05,4.4e-05,4.8e-05
2863,4.3e-05,4.4e-05,4.7e-05
2864,4.3e-05,4.4e-05,4.8e-05
2865,4.4e-05,4.4e-05,4.9e-05
2866,4.3e-05,4.4e-05,4.8e-05
2867,4.4e-05,4.4e-05,4.8e-05
2868,4.4e-05,4.4e-05,4.8e-05
2869,4.3e-05,4.6e-05,4.8e-05
2870,4.3e-05,4.4e-05,5.3e-05
2871,4.4e-05,4.3e-05,4.9e-05
2872,4.4e-05,4.4e-05,4.7e-05
2873,4.4e-05,4.3e-05,4.8e-05
2874,4.9e-05,4.4e-05,4.8e-05
2875,4.3e-05,4.3e-05,4.9e-05
2876,4.3e-05,4.3e-05,4.9e-05
2877,4.3e-05,4.3e-05,4.7e-05
2878,4.4e-05,4.4e-05,4.7e-05
2879,4.3e-05,4.4e-05,4.9e-05
2880,4.3e-05,4.4e-05,4.8e-05
2881,4.4e-05,4.4e-05,4.8e-05
2882,4.4e-05,4.4e-05,4.8e-05
2883,4.3e-05,4.3e-05,4.8e-05
2884,4.4e-05,4.3e-05,4.8e-05
2885,4.4e-05,4.9e-05,5.4e-05
2886,4.7e-05,4.6e-05,5e-05
2887,4.4e-05,4.4e-05,4.9e-05
2888,4.3e-05,4.5e-05,4.8e-05
2889,4.4e-05,4.4e-05,4.8e-05
2890,4.4e-05,4.5e-05,4.8e-05
2891,4.5e-05,4.4e-05,4.9e-05
2892,4.3e-05,4.4e-05,4.8e-05
2893,4.3e-05,4.4e-05,4.8e-05
2894,4.4e-05,4.4e-05,4.9e-05
2895,4.4e-05,4.4e-05,4.9e-05
2896,4.4e-05,4.4e-05,4.8e-05
2897,4.4e-05,4.3e-05,4.8e-05
2898,4.4e-05,4.4e-05,4.8e-05
2899,4.3e-05,4.5e-05,5.4e-05
2900,4.4e-05,4.4e-05,4.9e-05
2901,4.4e-05,4.4e-05,4.8e-05
2902,4.4e-05,5e-05,4.9e-05
2903,4.4e-05,4.4e-05,4.8e-05
2904,4.4e-05,4.4e-05,4.8e-05
2905,4.4e-05,4.4e-05,4.9e-05
2906,4.3e-05,4.4e-05,5e-05
2907,5e-05,4.4e-05,4.9e-05
2908,4.5e-05,4.4e-05,4.9e-05
2909,4.5e-05,4.4e-05,4.9e-05
2910,4.4e-05,4.4e-05,4.9e-05
2911,4.4e-05,4.4e-05,5e-05
2912,4.4e-05,4.4e-05,4.9e-05
2913,4.4e-05,4.4e-05,4.8e-05
2914,4.4e-05,4.4e-05,5e-05
2915,4.4e-05,4.4e-05,4.9e-05
2916,4.4e-05,4.4e-05,4.8e-05
2917,4.4e-05,4.4e-05,4.8e-05
2918,4.5e-05,4.5e-05,4.9e-05
2919,4.8e-05,5e-05,4.8e-05
2920,4.5e-05,4.4e-05,4.8e-05
2921,4.5e-05,4.4e-05,4.9e-05
2922,4.4e-05,4.5e-05,4.9e-05
2923,4.4e-05,4.5e-05,4.9e-05
2924,5.9e-05,4.5e-05,4.8e-05
2925,4.5e-05,4.5e-05,4.8e-05
2926,4.4e-05,4.5e-05,4.9e-05
2927,4.4e-05,4.5e-05,4.9e-05
2928,4.4e-05,4.4e-05,5.5e-05
2929,4.3e-05,4.4e-05,4.9e-05
2930,4.4e-05,4.4e-05,4.8e-05
2931,4.4e-05,4.4e-05,4.8e-05
2932,4.4e-05,4.4e-05,4.8e-05
2933,4.4e-05,4.4e-05,4.9e-05
2934,4.3e-05,4.5e-05,5e-05
2935,4.4e-05,5.1e-05,4.9e-05
2936,4.4e-05,4.6e-05,4.9e-05
2937,4.5e-05,4.5e-05,4.8e-05
2938,4.5e-05,4.5e-05,4.8e-05
2939,4.5e-05,4.5e-05,4.9e-05
2940,5.1e-05,4.5e-05,4.9e-05
2941,4.5e-05,4.4e-05,5e-05
2942,4.4e-05,4.5e-05,5.4e-05
2943,4.4e-05,4.5e-05,5e-05
2944,4.3e-05,4.5e-05,4.9e-05
2945,4.5e-05,4.4e-05,4.9e-05
2946,4.5e-05,4.4e-05,4.8e-05
2947,4.4e-05,4.5e-05,4.9e-05
2948,4.5e-05,4.5e-05,4.8e-05
2949,4.5e-05,4.4e-05,5e-05
2950,4.5e-05,4.5e-05,5e-05
2951,4.5e-05,4.5e-05,4.8e-05
2952,4.4e-05,5e-05,4.9e-05
2953,4.4e-05,4.4e-05,4.9e-05
2954,4.4e-05,4.4e-05,4.9e-05
2955,4.4e-05,4.5e-05,4.9e-05
2956,4.4e-05,4.5e-05,4.8e-05
2957,5e-05,4.4e-05,5e-05
2958,4.5e-05,4.4e-05,4.9e-05
2959,4.4e-05,4.5e-05,4.9e-05
2960,4.5e-05,4.5e-05,5e-05
2961,4.5e-05,4.4e-05,4.9e-05
2962,4.4e-05,4.5e-05,4.8e-05
2963,4.5e-05,4.4e-05,4.9e-05
2964,4.4e-05,4.5e-05,4.9e-05
2965,4.4e-05,4.5e-05,4.9e-05
2966,4.5e-05,4.4e-05,4.9e-05
2967,4.5e-05,4.5e-05,4.8e-05
2968,4.4e-05,5e-05,4.8e-05
2969,4.5e-05,4.5e-05,5e-05
2970,4.4e-05,4.5e-05,4.9e-05
2971,4.5e-05,4.5e-05,5.5e-05
2972,4.4e-05,4.4e-05,4.9e-05
2973,5.1e-05,4.5e-05,4.9e-05
2974,4.5e-05,4.4e-05,4.9e-05
2975,4.5e-05,4.5e-05,4.9e-05
2976,4.4e-05,4.5e-05,5e-05
2977,4.5e-05,4.5e-05,4.9e-05
2978,4.4e-05,4.5e-05,4.9e-05
2979,4.5e-05,4.5e-05,4.9e-05
2980,4.4e-05,4.5e-05,5e-05
2981,4.5e-05,4.5e-05,4.9e-05
2982,4.4e-05,4.5e-05,4.9e-05
2983,4.8e-05,4.5e-05,5e-05
2984,4.5e-05,4.5e-05,4.9e-05
2985,4.5e-05,4.7e-05,5.6e-05
2986,4.4e-05,4.5e-05,4.9e-05
2987,4.4e-05,4.5e-05,5e-05
2988,4.5e-05,4.5e-05,4.9e-05
2989,4.4e-05,4.5e-05,5e-05
2990,4.6e-05,4.5e-05,5e-05
2991,4.4e-05,4.5e-05,4.9e-05
2992,4.4e-05,4.5e-05,5e-05
2993,4.4e-05,4.5e-05,5e-05
2994,4.5e-05,4.5e-05,4.8e-05
2995,4.5e-05,4.5e-05,4.9e-05
2996,4.5e-05,4.5e-05,5.1e-05
2997,4.5e-05,4.5e-05,5e-05
2998,4.5e-05,4.5e-05,4.9e-05
2999,4.4e-05,4.5e-05,5.8e-05
3000,4.5e-05,4.5e-05,4.9e-05
3001,4.5e-05,5.1e-05,4.9e-05
3002,4.5e-05,4.6e-05,5e-05
3003,4.5e-05,4.5e-05,4.9e-05
3004,4.5e-05,4.5e-05,4.9e-05
3005,4.5e-05,4.5e-05,5e-05
3006,5.1e-05,4.5e-05,5e-05
3007,4.5e-05,4.5e-05,4.9e-05
3008,4.5e-05,4.6e-05,4.9e-05
3009,4.5e-05,4.6e-05,4.9e-05
3010,4.5e-05,4.6e-05,5e-05
3011,4.4e-05,4.6e-05,4.9e-05
3012,4.5e-05,4.5e-05,5e-05
3013,4.6e-05,4.6e-05,5.7e-05
3014,4.4e-05,4.5e-05,5e-05
3015,4.5e-05,4.5e-05,5e-05
3016,4.5e-05,4.5e-05,5e-05
3017,4.5e-05,5.1e-05,4.9e-05
3018,4.4e-05,4.5e-05,5e-05
3019,4.5e-05,4.6e-05,4.9e-05
3020,4.5e-05,4.6e-05,5e-05
3021,4.6e-05,4.6e-05,5e-05
3022,5.1e-05,4.5e-05,4.9e-05
3023,4.6e-05,4.5e-05,4.9e-05
3024,4.5e-05,4.6e-05,5e-05
3025,4.5e-05,4.5e-05,5e-05
3026,4.5e-05,4.6e-05,5e-05
3027,4.4e-05,4.5e-05,5.6e-05
3028,4.6e-05,4.6e-05,5.1e-05
3029,4.5e-05,4.5e-05,5e-05
3030,4.5e-05,4.5e-05,5e-05
3031,4.5e-05,4.6e-05,5e-05
3032,4.5e-05,4.5e-05,5e-05
3033,4.5e-05,5e-05,5e-05
3034,4.6e-05,4.7e-05,5e-05
3035,4.5e-05,4.6e-05,4.9e-05
3036,4.5e-05,4.5e-05,5e-05
3037,4.5e-05,4.5e-05,5e-05
3038,4.6e-05,4.6e-05,5e-05
3039,4.8e-05,4.5e-05,5e-05
3040,4.5e-05,4.6e-05,5e-05
3041,4.6e-05,4.6e-05,5.6e-05
3042,4.5e-05,4.5e-05,5e-05
3043,4.6e-05,4.6e-05,5e-05
3044,7.7e-05,4.5e-05,5e-05
3045,7.8e-05,4.6e-05,5e-05
3046,8.6e-05,4.5e-05,4.9e-05
3047,8.8e-05,4.6e-05,5e-05
3048,8.7e-05,4.5e-05,5e-05
3049,8.9e-05,4.6e-05,5.1e-05
3050,9.1e-05,4.7e-05,5e-05
3051,8.4e-05,4.5e-05,5e-05
3052,8.4e-05,4.7e-05,5e-05
3053,8.4e-05,4.6e-05,5e-05
3054,8.5e-05,4.6e-05,5e-05
3055,8.5e-05,4.6e-05,5.7e-05
3056,8.3e-05,4.5e-05,5e-05
3057,5.1e-05,4.6e-05,5e-05
3058,4.6e-05,4.6e-05,5e-05
3059,4.5e-05,4.5e-05,5e-05
3060,5.1e-05,4.6e-05,4.9e-05
3061,4.6e-05,4.6e-05,5e-05
3062,4.6e-05,4.6e-05,5e-05
3063,4.5e-05,4.5e-05,5e-05
3064,4.5e-05,4.5e-05,5e-05
3065,4.6e-05,4.6e-05,5.1e-05
3066,4.6e-05,4.8e-05,5e-05
3067,4.6e-05,4.6e-05,5e-05
3068,4.6e-05,4.6e-05,5.1e-05
3069,4.6e-05,4.6e-05,5.5e-05
3070,4.6e-05,4.6e-05,5e-05
3071,4.6e-05,4.6e-05,5e-05
3072,4.5e-05,4.5e-05,5.1e-05
3073,4.6e-05,4.6e-05,5e-05
3074,4.6e-05,4.6e-05,5.1e-05
3075,4.6e-05,4.6e-05,7.4e-05
3076,5.2e-05,4.6e-05,8.5e-05
3077,4.6e-05,4.6e-05,8.4e-05
3078,4.6e-05,4.6e-05,8.1e-05
3079,4.6e-05,4.6e-05,8.3e-05
3080,4.6e-05,4.6e-05,9.2e-05
3081,4.6e-05,4.6e-05,8.3e-05
3082,4.6e-05,4.8e-05,7.9e-05
3083,4.6e-05,4.6e-05,8.3e-05
3084,4.5e-05,4.6e-05,8.3e-05
3085,4.6e-05,4.6e-05,8.1e-05
3086,4.6e-05,4.6e-05,7.2e-05
3087,4.6e-05,4.6e-05,5.1e-05
3088,4.6e-05,4.6e-05,5e-05
3089,4.6e-05,4.7e-05,5e-05
3090,4.6e-05,4.6e-05,5.8e-05
3091,4.6e-05,4.6e-05,5.1e-05
3092,5.2e-05,4.6e-05,5.1e-05
3093,4.6e-05,4.5e-05,5e-05
3094,4.5e-05,4.6e-05,5.1e-05
3095,4.6e-05,4.5e-05,5e-05
3096,4.6e-05,4.6e-05,5.1e-05
3097,4.6e-05,4.6e-05,5e-05
3098,4.5e-05,4.8e-05,5.1e-05
3099,5.1e-05,4.6e-05,5e-05
3100,4.6e-05,4.7e-05,5e-05
3101,4.6e-05,4.6e-05,5e-05
3102,4.6e-05,4.7e-05,5.1e-05
3103,4.6e-05,4.6e-05,5e-05
3104,4.7e-05,4.6e-05,5.8e-05
3105,4.6e-05,4.6e-05,5.1e-05
3106,4.6e-05,4.6e-05,5e-05
3107,4.6e-05,4.7e-05,5e-05
3108,5.2e-05,4.6e-05,5.1e-05
3109,4.6e-05,4.6e-05,5e-05
3110,4.9e-05,4.6e-05,5e-05
3111,4.7e-05,4.6e-05,5.2e-05
3112,4.7e-05,4.7e-05,5e-05
3113,4.6e-05,5.2e-05,5.1e-05
3114,4.6e-05,4.7e-05,5e-05
3115,4.6e-05,4.6e-05,5.1e-05
3116,4.5e-05,4.6e-05,5e-05
3117,4.6e-05,4.6e-05,5.1e-05
3118,4.5e-05,4.6e-05,5.2e-05
3119,4.6e-05,4.6e-05,5.1e-05
3120,4.7e-05,4.7e-05,5.2e-05
3121,4.6e-05,4.6e-05,5.2e-05
3122,4.6e-05,4.6e-05,5.1e-05
3123,4.6e-05,4.7e-05,5.1e-05
3124,4.8e-05,4.7e-05,5.1e-05
3125,4.7e-05,4.7e-05,5.2e-05
3126,4.6e-05,4.7e-05,5.1e-05
3127,4.7e-05,4.6e-05,5.1e-05
3128,4.7e-05,4.7e-05,5.2e-05
3129,4.7e-05,5.3e-05,5.1e-05
3130,4.6e-05,4.6e-05,5.1e-05
3131,4.6e-05,4.7e-05,5.6e-05
3132,4.6e-05,4.7e-05,5.1e-05
3133,4.6e-05,4.7e-05,5.1e-05
3134,4.7e-05,4.7e-05,5.1e-05
3135,4.7e-05,4.7e-05,5.2e-05
3136,4.6e-05,4.6e-05,5.1e-05
3137,4.6e-05,4.6e-05,5.2e-05
3138,4.6e-05,4.6e-05,5.1e-05
3139,5.2e-05,4.7e-05,5.2e-05
3140,4.6e-05,4.7e-05,5.1e-05
3141,4.6e-05,4.7e-05,5.1e-05
3142,4.6e-05,4.6e-05,5.1e-05
3143,4.7e-05,4.6e-05,5.2e-05
3144,4.7e-05,4.6e-05,5.2e-05
3145,4.7e-05,5.3e-05,5.6e-05
3146,4.6e-05,4.6e-05,5.2e-05
3147,4.6e-05,4.6e-05,5.2e-05
3148,4.6e-05,4.7e-05,5.2e-05
3149,4.6e-05,4.6e-05,5.2e-05
3150,4.7e-05,4.7e-05,5.1e-05
3151,4.7e-05,4.7e-05,5.2e-05
3152,4.6e-05,4.6e-05,5.1e-05
3153,4.6e-05,4.7e-05,5.2e-05
3154,4.6e-05,4.7e-05,5.1e-05
3155,5.2e-05,4.7e-05,5.1e-05
3156,4.6e-05,4.6e-05,5.1e-05
3157,4.7e-05,4.7e-05,5.3e-05
3158,4.7e-05,4.7e-05,5.7e-05
3159,4.7e-05,4.7e-05,5.3e-05
3160,4.7e-05,4.6e-05,5.1e-05
3161,4.7e-05,5.4e-05,5.1e-05
3162,4.6e-05,4.7e-05,5.1e-05
3163,4.6e-05,4.7e-05,5.2e-05
3164,4.6e-05,4.7e-05,5.1e-05
3165,4.6e-05,4.6e-05,5.2e-05
3166,4.7e-05,4.7e-05,5.2e-05
3167,4.6e-05,4.7e-05,5.2e-05
3168,4.6e-05,4.7e-05,5.2e-05
3169,4.6e-05,4.7e-05,5.2e-05
3170,4.6e-05,4.7e-05,5.2e-05
3171,5.2e-05,4.7e-05,5.2e-05
3172,4.7e-05,4.7e-05,6e-05
3173,4.7e-05,4.7e-05,5.3e-05
3174,5e-05,4.7e-05,5.3e-05
3175,4.7e-05,4.7e-05,5.4e-05
3176,4.6e-05,5.2e-05,5.2e-05
3177,4.7e-05,4.8e-05,5.2e-05
3178,4.7e-05,4.7e-05,5.2e-05
3179,4.7e-05,4.7e-05,5.2e-05
3180,4.6e-05,4.7e-05,5.2e-05
3181,4.7e-05,4.7e-05,5.3e-05
3182,4.7e-05,4.7e-05,5.2e-05
3183,4.6e-05,4.7e-05,5.2e-05
3184,4.6e-05,4.7e-05,5.2e-05
3185,4.7e-05,4.8e-05,5.8e-05
3186,4.6e-05,4.7e-05,5.2e-05
3187,4.9e-05,4.7e-05,5.2e-05
3188,4.7e-05,4.7e-05,5.2e-05
3189,4.7e-05,4.7e-05,5.2e-05
3190,4.7e-05,4.7e-05,5.2e-05
3191,4.7e-05,4.8e-05,5.2e-05
3192,4.6e-05,5.2e-05,5.2e-05
3193,4.6e-05,4.8e-05,5.2e-05
3194,4.7e-05,4.7e-05,5.2e-05
3195,4.6e-05,4.7e-05,5.2e-05
3196,4.7e-05,4.7e-05,5.3e-05
3197,4.7e-05,4.7e-05,5.3e-05
3198,4.6e-05,4.7e-05,5.2e-05
3199,4.7e-05,4.8e-05,5.3e-05
3200,4.7e-05,4.7e-05,5.2e-05
3201,4.6e-05,4.7e-05,5.2e-05
3202,5.4e-05,4.7e-05,5.2e-05
3203,4.7e-05,4.7e-05,5.2e-05
3204,4.7e-05,4.7e-05,5.2e-05
3205,4.7e-05,4.7e-05,5.3e-05
3206,4.6e-05,4.8e-05,5.2e-05
3207,4.7e-05,4.7e-05,5.2e-05
3208,4.7e-05,4.9e-05,5.2e-05
3209,4.7e-05,4.7e-05,5.1e-05
3210,4.7e-05,4.7e-05,5.2e-05
3211,4.7e-05,4.7e-05,5.3e-05
3212,4.6e-05,4.7e-05,5.8e-05
3213,4.7e-05,4.7e-05,5.3e-05
3214,4.7e-05,4.7e-05,5.3e-05
3215,4.7e-05,4.7e-05,5.2e-05
3216,4.7e-05,4.7e-05,5.3e-05
3217,4.7e-05,4.7e-05,5.2e-05
3218,5.4e-05,4.7e-05,5.3e-05
3219,4.7e-05,4.7e-05,5.2e-05
3220,4.7e-05,4.8e-05,5.1e-05
3221,4.8e-05,4.8e-05,5.3e-05
3222,4.6e-05,4.8e-05,5.3e-05
3223,4.7e-05,5.4e-05,5.2e-05
3224,4.7e-05,4.8e-05,5.2e-05
3225,4.7e-05,4.7e-05,6e-05
3226,4.7e-05,4.7e-05,5.2e-05
3227,4.7e-05,4.8e-05,5.3e-05
3228,4.7e-05,4.7e-05,5.3e-05
3229,4.7e-05,4.8e-05,5.3e-05
3230,4.7e-05,4.7e-05,5.2e-05
3231,4.8e-05,4.7e-05,5.3e-05
3232,4.7e-05,4.8e-05,5.4e-05
3233,5.3e-05,4.7e-05,5.3e-05
3234,4.8e-05,4.7e-05,5.2e-05
3235,4.7e-05,4.8e-05,5.2e-05
3236,4.7e-05,4.7e-05,5.2e-05
3237,4.6e-05,4.8e-05,5.2e-05
3238,5.1e-05,4.8e-05,5.2e-05
3239,4.8e-05,4.9e-05,5.8e-05
3240,4.7e-05,4.7e-05,5.2e-05
3241,4.7e-05,4.8e-05,5.1e-05
3242,4.7e-05,4.8e-05,5.3e-05
3243,4.8e-05,4.8e-05,5.2e-05
3244,4.8e-05,4.7e-05,5.2e-05
3245,4.7e-05,4.8e-05,5.2e-05
3246,4.8e-05,4.8e-05,5.2e-05
3247,4.7e-05,4.7e-05,5.2e-05
3248,4.7e-05,4.8e-05,5.1e-05
3249,4.9e-05,4.8e-05,5.2e-05
3250,5.7e-05,4.9e-05,5.2e-05
3251,4.9e-05,5.5e-05,5.2e-05
3252,4.7e-05,9e-05,5.2e-05
3253,4.7e-05,8.3e-05,5.4e-05
3254,4.8e-05,8.5e-05,5.3e-05
3255,4.7e-05,9e-05,5.2e-05
3256,4.7e-05,9e-05,5.1e-05
3257,4.7e-05,8.4e-05,5.3e-05
3258,4.7e-05,9e-05,5.1e-05
3259,4.8e-05,9.1e-05,5.3e-05
3260,4.7e-05,9.3e-05,5.2e-05
3261,4.7e-05,0.0001,5.3e-05
3262,4.8e-05,8.6e-05,5.2e-05
3263,4.7e-05,7e-05,5.2e-05
3264,5.7e-05,4.9e-05,5.2e-05
3265,4.8e-05,4.9e-05,5.2e-05
3266,4.7e-05,4.8e-05,5.8e-05
3267,4.8e-05,4.9e-05,5.3e-05
3268,4.7e-05,4.8e-05,5.2e-05
3269,4.7e-05,4.9e-05,5.2e-05
3270,4.8e-05,4.8e-05,5.2e-05
3271,4.8e-05,4.8e-05,5.2e-05
3272,4.7e-05,4.8e-05,5.3e-05
3273,4.7e-05,4.8e-05,5.3e-05
3274,4.7e-05,4.8e-05,5.2e-05
3275,4.8e-05,5.4e-05,5.2e-05
3276,4.8e-05,4.8e-05,5.2e-05
3277,4.7e-05,4.8e-05,5.2e-05
3278,4.8e-05,4.8e-05,5.2e-05
3279,6.3e-05,4.8e-05,5.2e-05
3280,4.8e-05,4.8e-05,5.8e-05
3281,4.8e-05,4.8e-05,5.2e-05
3282,4.8e-05,4.8e-05,5.3e-05
3283,4.7e-05,4.8e-05,5.3e-05
3284,4.8e-05,4.8e-05,5.2e-05
3285,4.8e-05,4.8e-05,5.2e-05
3286,4.7e-05,4.8e-05,5.3e-05
3287,4.8e-05,4.8e-05,5.4e-05
